date,article.links,facebook.shares
14-Dec,http://www.aftonbladet.se/nyheter/article19971247.ab,4111
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/robertaschberg/article19970304.ab,59581
14-Dec,http://www.aftonbladet.se/nyheter/article19970716.ab,7199
14-Dec,http://www.aftonbladet.se/nyheter/article19970148.ab,238
14-Dec,http://www.aftonbladet.se/nyheter/article19970252.ab,1970
14-Dec,http://www.aftonbladet.se/debatt/debattamnen/politik/article19967978.ab,10077
14-Dec,http://www.aftonbladet.se/debatt/article19968141.ab,123
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/danielswedin/article19970052.ab,232
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19970095.ab,5
14-Dec,http://www.aftonbladet.se/nyheter/article19969531.ab,1355
14-Dec,http://www.aftonbladet.se/nyheter/article19968899.ab,70
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19968906.ab,690
14-Dec,http://www.aftonbladet.se/nyheter/article19968508.ab,1424
14-Dec,http://www.aftonbladet.se/nyheter/article19968940.ab,150
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/evafranchell/article19968473.ab,82946
14-Dec,http://www.aftonbladet.se/nyheter/article19966878.ab,11163
14-Dec,http://www.aftonbladet.se/nyheter/article19965924.ab,615
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19966566.ab,24
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19966090.ab,0
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19965999.ab,10
14-Dec,http://viralt.aftonbladet.se/u21-stjarnan-sd-ar-ett-javla-idiot-parti/,2371
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19965602.ab,1
14-Dec,http://www.aftonbladet.se/nyheter/article19964397.ab,86
14-Dec,http://www.aftonbladet.se/nyheter/article19963412.ab,2054
14-Dec,http://www.aftonbladet.se/debatt/debattamnen/politik/article19961708.ab,2137
14-Dec,http://www.aftonbladet.se/debatt/article19961373.ab,34
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/karinpettersson/article19963518.ab,621
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19962985.ab,1978
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19963098.ab,11
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19962856.ab,2
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19962802.ab,0
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/peterkadhammar/article19962656.ab,1088
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19962645.ab,7
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19962605.ab,1
14-Dec,http://www.aftonbladet.se/nyheter/article19962414.ab,528
14-Dec,http://www.aftonbladet.se/nyheter/article19962282.ab,48
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article19962287.ab,8583
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/fredrikvirtanen/article19959477.ab,2573
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/peterkadhammar/article19957315.ab,62
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19957653.ab,14
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19956603.ab,2059
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/danielswedin/article19956948.ab,752
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19956921.ab,4
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19956469.ab,3
14-Dec,http://www.aftonbladet.se/nyheter/article19956355.ab,1390
14-Dec,http://www.aftonbladet.se/nyheter/article19956000.ab,27
14-Dec,http://www.aftonbladet.se/kultur/aagard/article19956059.ab,1055
14-Dec,http://www.aftonbladet.se/nyheter/article19955626.ab,137
14-Dec,http://www.aftonbladet.se/nyheter/article19955530.ab,6032
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/ingvarpersson/article19955308.ab,1284
14-Dec,http://www.aftonbladet.se/nyheter/article19954788.ab,14277
14-Dec,http://www.aftonbladet.se/nyheter/article19954450.ab,13
14-Dec,http://viralt.aftonbladet.se/nej-buzzfeed-har-ar-24-anledningar-till-varfor-sverige-verkligen-kommer-att-forstora-ditt-liv-for-alltid/,2501
14-Dec,http://www.aftonbladet.se/nyheter/article19953926.ab,12190
14-Dec,http://www.aftonbladet.se/nyheter/article19951079.ab,10315
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/karinpettersson/article19950661.ab,3535
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19950603.ab,3
14-Dec,http://www.aftonbladet.se/nojesbladet/tv/article19949692.ab,828
14-Dec,http://www.aftonbladet.se/nyheter/article19948057.ab,815
14-Dec,http://www.aftonbladet.se/nyheter/article19947085.ab,2337
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19947219.ab,1
14-Dec,http://www.aftonbladet.se/nyheter/article19945582.ab,144
14-Dec,http://www.aftonbladet.se/nyheter/article19945190.ab,691
14-Dec,http://www.aftonbladet.se/nyheter/kolumnister/elisabethoglund/article19944727.ab,56
14-Dec,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19945123.ab,30
14-Dec,http://www.aftonbladet.se/ledare/ledarkronika/karinpettersson/article19944572.ab,445
14-Dec,http://www.aftonbladet.se/nyheter/article19784436.ab,100
14-Dec,http://www.aftonbladet.se/kultur/article19781808.ab,79
14-Dec,http://www.aftonbladet.se/nyheter/article19777073.ab,203
14-Dec,http://www.aftonbladet.se/nyheter/article19776292.ab,611
14-Dec,http://www.aftonbladet.se/nyheter/article19771088.ab,28
