date,article.links,facebook.shares
Dec-14,http://www.aftonbladet.se/debatt/debattamnen/politik/article19973427.ab,348
Dec-14,http://www.aftonbladet.se/kultur/article19972688.ab,22
Dec-14,http://www.aftonbladet.se/nyheter/article19971247.ab,4111
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/robertaschberg/article19970304.ab,59581
Dec-14,http://www.aftonbladet.se/nyheter/article19970716.ab,7199
Dec-14,http://www.aftonbladet.se/nyheter/article19970148.ab,238
Dec-14,http://www.aftonbladet.se/nyheter/article19970252.ab,1970
Dec-14,http://www.aftonbladet.se/debatt/debattamnen/politik/article19967978.ab,10077
Dec-14,http://www.aftonbladet.se/debatt/article19968141.ab,123
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/danielswedin/article19970052.ab,232
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19970095.ab,5
Dec-14,http://www.aftonbladet.se/nyheter/article19969531.ab,1355
Dec-14,http://www.aftonbladet.se/nyheter/article19968899.ab,70
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19968906.ab,690
Dec-14,http://www.aftonbladet.se/nyheter/article19968508.ab,1424
Dec-14,http://www.aftonbladet.se/nyheter/article19968940.ab,150
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/evafranchell/article19968473.ab,82946
Dec-14,http://www.aftonbladet.se/nyheter/article19966878.ab,11163
Dec-14,http://www.aftonbladet.se/nyheter/article19965924.ab,615
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19966566.ab,24
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19966090.ab,0
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19965999.ab,10
Dec-14,http://viralt.aftonbladet.se/u21-stjarnan-sd-ar-ett-javla-idiot-parti/,2371
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19965602.ab,1
Dec-14,http://www.aftonbladet.se/nyheter/article19964397.ab,86
Dec-14,http://www.aftonbladet.se/nyheter/article19963412.ab,2054
Dec-14,http://www.aftonbladet.se/debatt/debattamnen/politik/article19961708.ab,2137
Dec-14,http://www.aftonbladet.se/debatt/article19961373.ab,34
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/karinpettersson/article19963518.ab,621
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19962985.ab,1978
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19963098.ab,11
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19962856.ab,2
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19962802.ab,0
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/peterkadhammar/article19962656.ab,1088
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19962645.ab,7
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19962605.ab,1
Dec-14,http://www.aftonbladet.se/nyheter/article19962414.ab,528
Dec-14,http://www.aftonbladet.se/nyheter/article19962282.ab,48
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/anderslindberg/article19962287.ab,8583
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/fredrikvirtanen/article19959477.ab,2573
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/peterkadhammar/article19957315.ab,62
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19957653.ab,14
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/lenamellin/article19956603.ab,2059
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/danielswedin/article19956948.ab,752
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19956921.ab,4
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19956469.ab,3
Dec-14,http://www.aftonbladet.se/nyheter/article19956355.ab,1390
Dec-14,http://www.aftonbladet.se/nyheter/article19956000.ab,27
Dec-14,http://www.aftonbladet.se/kultur/aagard/article19956059.ab,1055
Dec-14,http://www.aftonbladet.se/nyheter/article19955626.ab,137
Dec-14,http://www.aftonbladet.se/nyheter/article19955530.ab,6032
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/ingvarpersson/article19955308.ab,1284
Dec-14,http://www.aftonbladet.se/nyheter/article19954788.ab,14277
Dec-14,http://www.aftonbladet.se/nyheter/article19954450.ab,13
Dec-14,http://viralt.aftonbladet.se/nej-buzzfeed-har-ar-24-anledningar-till-varfor-sverige-verkligen-kommer-att-forstora-ditt-liv-for-alltid/,2501
Dec-14,http://www.aftonbladet.se/nyheter/article19953926.ab,12190
Dec-14,http://www.aftonbladet.se/nyheter/article19951079.ab,10315
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/karinpettersson/article19950661.ab,3535
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19950603.ab,3
Dec-14,http://www.aftonbladet.se/nojesbladet/tv/article19949692.ab,828
Dec-14,http://www.aftonbladet.se/nyheter/article19948057.ab,815
Dec-14,http://www.aftonbladet.se/nyheter/article19947085.ab,2337
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19947219.ab,1
Dec-14,http://www.aftonbladet.se/nyheter/article19945582.ab,144
Dec-14,http://www.aftonbladet.se/nyheter/article19945190.ab,691
Dec-14,http://www.aftonbladet.se/nyheter/kolumnister/elisabethoglund/article19944727.ab,56
Dec-14,http://www.aftonbladet.se/senastenytt/ttnyheter/inrikes/article19945123.ab,30
Dec-14,http://www.aftonbladet.se/ledare/ledarkronika/karinpettersson/article19944572.ab,445
Dec-14,http://www.aftonbladet.se/nyheter/article19784436.ab,100
Dec-14,http://www.aftonbladet.se/kultur/article19781808.ab,79
Dec-14,http://www.aftonbladet.se/nyheter/article19777073.ab,203
Dec-14,http://www.aftonbladet.se/nyheter/article19776292.ab,611
Dec-14,http://www.aftonbladet.se/nyheter/article19771088.ab,28
