accountID,num_of_pymt,avg_pymt_amount,last_payment_date
5589814,12,6.25,2016-07-25
5605153,53,13.68,2016-08-18
5606541,5,2,2016-02-10
5610677,6,4.17,2016-04-09
5617730,7,2.55,2016-08-28
5617932,14,3.58,2016-08-26
5619123,16,21.56,2016-05-07
5634741,3,2.53,2016-03-01
5642805,3,47.75,2016-06-26
5647037,7,4.29,2016-08-24
5658299,7,12.01,2016-08-12
5701438,9,16.67,2016-08-07
5665001,3,8.33,2016-03-28
5696918,6,7.5,2016-08-31
5698835,5,6.84,2016-07-08
5701150,2,1.29,2016-08-22
5702240,3,1.67,2016-03-11
5703858,10,5.5,2016-07-23
5706449,4,5,2016-03-16
5707931,6,6.57,2016-07-13
5711541,2,6.5,2016-05-10
5720911,10,9.5,2016-08-14
5724964,4,13,2016-08-21
5726351,7,15.71,2016-08-15
5731108,3,3.72,2016-04-02
5732553,6,77.29,2016-08-14
5732558,12,5.16,2016-07-27
5746150,2,5.97,2016-02-29
5747880,2,3.5,2016-02-26
5755810,3,5.66,2016-05-02
5756918,2,1.27,2016-03-14
5765484,3,24.65,2016-07-15
5776897,5,58.72,2016-08-03
5791512,4,5,2016-05-25
5797907,3,4.11,2016-08-26
5816944,3,2.99,2016-08-22
5818822,3,9.25,2016-08-24
5822787,2,2.45,2016-08-09
5833276,2,21,2016-07-27
5835924,2,7.5,2016-09-01
5841253,3,3.91,2016-08-17
5845511,2,7.5,2016-08-18
5171906,3,28.17,2016-07-11
5184454,2,7.5,2016-08-07
5188527,3,33.33,2016-06-05
5214510,5,3,2016-07-25
5228826,12,10.22,2016-07-22
5249957,24,7.29,2016-08-25
5255471,2,7.5,2016-02-14
5281097,5,10,2016-06-23
5302985,4,11.25,2016-07-05
5313554,4,12.5,2016-08-31
5323145,5,37.96,2016-07-20
5331001,3,16.67,2016-08-10
5343855,10,2,2016-05-04
5348983,59,6.69,2016-08-16
5353159,3,11.67,2016-09-01
5399848,14,3.19,2016-08-27
5425392,11,2.73,2016-06-13
5428937,4,2.5,2016-08-08
5430028,6,6.67,2016-07-12
5452385,7,16.07,2016-08-16
5454916,2,12.5,2016-06-12
5456474,3,66.67,2016-08-20
5583224,2,13.88,2016-07-13
5794235,2,14,2016-05-21
5815287,4,6.37,2016-08-27
5821868,3,7.66,2016-07-03
5830999,2,4,2016-08-02
5834837,3,2.33,2016-08-01
5840593,2,6,2016-08-12
5851843,2,11.75,2016-08-30
5457984,24,8.3,2016-08-17
5458737,3,9.08,2016-03-01
5484266,2,2.5,2016-06-16
5465495,3,3.33,2016-06-01
5481381,2,5.8,2016-05-16
5490770,2,2.5,2016-08-31
5492444,8,6.16,2016-08-11
5500987,11,2.73,2016-07-19
5501705,8,9.38,2016-04-02
5502606,22,30.68,2016-08-31
5512653,3,5.8,2016-05-12
5519653,3,75,2016-05-26
5529190,6,8.33,2016-06-21
5531468,3,1.15,2016-03-03
5533168,7,7.86,2016-09-03
5538395,23,11.35,2016-09-01
5544927,5,16.8,2016-07-29
5546867,7,13.57,2016-08-21
5546999,15,5.67,2016-08-31
5547945,3,16.67,2016-07-01
5568766,2,12.5,2016-08-06
5570493,5,11.5,2016-08-07
5573634,4,8.75,2016-05-17
5586609,6,7.55,2016-08-08
5589937,4,5.75,2016-06-29
5591351,6,1.67,2016-08-11
5594441,6,5.6,2016-06-02
5594741,4,2.5,2016-06-30
5595289,11,4.18,2016-08-23
5622221,6,9.17,2016-08-05
5630609,5,12.87,2016-07-15
5631200,2,5,2016-03-05
5654145,3,1.82,2016-08-24
5664525,3,3.7,2016-07-20
5670815,3,3.87,2016-06-08
5674116,5,16.6,2016-04-29
5705821,2,5.45,2016-02-24
5720843,2,14.5,2016-08-07
5725742,3,36.67,2016-08-01
5728374,4,2.5,2016-07-27
5730677,13,11.84,2016-08-23
5732826,3,141,2016-08-09
5735546,3,25,2016-08-04
5738059,2,7.5,2016-02-13
5740134,4,52.73,2016-08-10
5746600,5,7.39,2016-08-30
5754038,2,1.5,2016-03-15
5774627,2,25,2016-07-28
5778910,2,3.5,2016-06-30
5785824,2,3.5,2016-04-27
5790920,4,18.75,2016-06-19
5797197,2,3.5,2016-05-20
5799112,11,7.89,2016-08-26
5837952,3,28.33,2016-06-27
5799364,6,5.26,2016-08-26
5801312,8,2.74,2016-09-02
5803011,3,7.33,2016-08-08
5821773,2,5,2016-07-21
5824143,2,5,2016-08-08
5840953,2,5,2016-08-19
5039062,3,30.64,2016-05-24
5062674,4,42.06,2016-06-30
5142055,2,5.8,2016-05-30
5157104,4,6.25,2016-03-30
5186617,10,20,2016-07-16
5197429,33,19.09,2016-08-29
5220065,3,1.85,2016-09-01
5242334,2,12.5,2016-08-21
5245527,7,10.71,2016-07-07
5269757,5,10,2016-08-27
5274837,2,2.78,2016-08-07
5280030,3,3.63,2016-03-28
5294491,6,3.33,2016-08-31
5302145,5,7.8,2016-04-24
5305278,4,14.99,2016-08-10
5329437,2,14.5,2016-06-16
5330941,6,15.85,2016-08-05
5355110,2,11,2016-08-01
5369169,2,26,2016-07-04
5372306,7,13.19,2016-05-27
5406458,8,7.5,2016-04-26
5419301,7,5.71,2016-05-21
5439952,2,2.5,2016-03-30
5441755,3,30.68,2016-04-13
5456199,2,14.5,2016-05-11
5750998,4,11.99,2016-03-03
5770642,2,4.49,2016-03-23
5771968,4,8.75,2016-08-22
5772491,3,29.46,2016-06-14
5800388,2,5,2016-06-09
5804551,2,17.68,2016-06-07
5807416,10,12.67,2016-08-16
5816163,3,11.23,2016-06-22
5820840,2,5,2016-07-30
5838511,2,20.91,2016-08-05
5843918,3,5.66,2016-08-31
5476175,4,7.5,2016-08-19
5478472,2,12.5,2016-03-31
5514437,3,5,2016-04-07
5517487,4,34.19,2016-07-21
5534623,8,3.46,2016-08-21
5545066,5,55,2016-06-30
5547600,2,29,2015-11-02
5552501,3,3.33,2016-06-29
5556375,4,11.25,2016-08-30
5561433,3,1.85,2016-08-21
5578530,3,1.67,2016-03-07
5606051,7,2.86,2016-02-22
5613178,4,12.5,2016-03-28
5616080,7,2.14,2016-07-06
5618459,10,2,2016-09-01
5624596,2,6.89,2016-08-25
5643578,2,54.5,2016-03-25
5656240,5,3,2016-08-21
5659614,7,16.86,2016-08-02
5666138,3,6.67,2016-08-31
5697973,3,3.33,2016-08-28
5720039,11,10.91,2016-08-22
5734264,3,4,2016-02-09
5724622,9,7.22,2016-07-28
5729801,8,5.63,2016-04-23
5737495,2,3.5,2016-08-17
5751855,4,3.75,2016-04-04
5771192,2,14,2016-05-05
5771729,6,14.42,2016-07-21
5772171,8,5,2016-08-29
5774532,3,2.33,2016-03-30
5775744,2,2.51,2016-04-01
5780702,3,7.42,2016-08-19
5782603,7,12.14,2016-08-22
5785571,2,4.87,2016-05-21
5784473,3,8.33,2016-06-09
5804151,2,3.5,2016-07-11
5809725,2,5.77,2016-06-17
5821332,3,15.67,2016-07-02
5825129,2,5,2016-08-09
5825500,2,3.5,2016-07-09
5832064,2,15.43,2016-08-01
5837480,2,18.5,2016-08-18
5840053,3,6.67,2016-08-12
5841187,2,3.5,2016-08-24
5841358,2,3.5,2016-08-31
5843128,3,3.16,2016-08-16
5848122,2,4,2016-08-29
5196863,5,8,2016-08-10
5205979,9,13.89,2016-08-23
5212373,2,5.55,2016-08-22
5215614,9,4.93,2016-07-31
5219442,2,5.52,2016-08-13
5226864,6,33.33,2016-08-23
5258856,18,5,2016-08-27
5274045,5,4.4,2016-04-20
5283406,2,5,2016-07-19
5302699,4,31.25,2016-08-25
5308873,3,38.33,2016-05-12
5313956,5,7.83,2016-07-27
5333080,10,13.66,2016-08-08
5341314,6,6.13,2016-06-23
5370580,8,4.19,2016-07-05
5412841,7,11.33,2016-06-14
5429703,2,2.5,2016-07-12
5441159,11,4.44,2016-08-31
5443380,2,5.08,2016-06-10
5447035,2,2.5,2016-02-08
5462657,10,3.5,2016-08-11
5778020,3,2.14,2016-04-22
5783240,2,1,2016-04-26
5793036,2,12.83,2016-08-09
5820072,11,28.3,2016-07-27
5824149,3,36,2016-09-01
5829786,3,11.67,2016-07-24
5836240,7,6.71,2016-09-02
5838849,2,6,2016-08-25
5464659,21,8.1,2016-08-29
5469989,2,15,2016-06-02
5472101,3,5,2016-05-26
5503595,2,5.55,2016-08-17
5515881,2,2.5,2016-02-26
5526135,4,14.19,2016-08-15
5576927,4,2.88,2016-05-26
5577438,9,5.56,2016-08-30
5580702,2,5,2016-04-06
5590683,9,3.22,2016-08-31
5590844,5,12.68,2016-05-30
5594571,8,3.13,2016-07-08
5596804,3,10,2016-08-03
5608380,7,1.43,2016-06-30
5609528,6,1.67,2016-08-14
5612221,5,4.46,2016-04-04
5613257,2,2.73,2016-06-30
5622876,3,36,2016-08-19
5626706,6,4.66,2016-08-26
5644992,3,3.33,2016-04-04
5650778,13,26.81,2016-08-21
5652235,2,5,2016-02-09
5707340,7,4.76,2016-05-17
5707553,2,25,2016-05-16
5712347,17,6.18,2016-08-25
5720992,6,8.34,2016-08-25
5721813,6,1.67,2016-04-06
5723411,4,5,2016-08-10
5727293,5,3.4,2016-03-02
5728618,9,8.89,2016-08-04
5729916,3,6.67,2016-04-09
5730447,4,10,2016-07-03
5736324,2,13.63,2016-03-03
5739562,3,5,2016-08-09
5742992,5,18.36,2016-08-01
5781184,2,19.9,2016-04-15
5787009,5,14.78,2016-08-17
5787623,2,1.93,2016-04-29
5791888,2,20.3,2016-05-12
5799568,4,21.17,2016-08-16
5805724,2,4.73,2016-08-16
5820838,7,4.71,2016-09-01
5825895,2,20.87,2016-07-23
5826301,3,14.9,2016-07-12
5830937,2,2.99,2016-08-07
5832539,4,28.25,2016-08-23
5833807,3,3.33,2016-08-10
5836035,3,3.33,2016-08-15
5839569,2,10.44,2016-08-24
5839678,2,9.25,2016-08-08
5840065,5,15.57,2016-08-17
5844259,2,6.83,2016-08-18
5845068,2,3.83,2016-08-18
5853545,2,1.99,2016-09-03
5069859,8,15.63,2016-07-04
5137941,13,19.23,2016-08-16
5157189,2,4.95,2016-05-01
5190215,5,12,2016-09-03
5205753,4,9.59,2016-07-05
5210070,6,48.72,2016-08-31
5236078,6,2.5,2016-05-26
5264060,18,2.49,2016-08-19
5276120,2,5,2016-07-24
5278673,5,13.58,2016-04-22
5286435,7,8.57,2016-07-03
5291108,23,3.48,2016-08-05
5325429,7,6.43,2016-07-26
5376013,4,21.25,2016-08-09
5395871,2,2.5,2016-08-15
5402554,23,8.74,2016-08-16
5416971,9,3.14,2016-09-03
5421484,5,10.26,2016-05-30
5776786,2,5,2016-04-04
5434622,9,2.22,2016-04-08
5450564,2,2.85,2016-04-09
5564886,2,3.5,2016-08-08
5774612,2,5.58,2016-04-21
5788537,4,15.11,2016-05-11
5792345,2,6,2016-06-07
5824723,2,4.63,2016-07-07
5828959,2,1.5,2016-07-17
5834227,2,5,2016-08-01
5842326,2,5,2016-08-18
5843823,2,51,2016-08-18
5462018,13,17.31,2016-05-11
5467599,5,17.05,2016-06-20
5478664,3,1.03,2016-05-03
5501454,2,2.5,2016-08-28
5514609,4,16.96,2016-05-25
5514796,3,25,2016-08-22
5521929,3,8.33,2016-05-11
5523168,8,1.25,2015-12-15
5531204,6,4.17,2016-09-01
5538993,2,60,2016-08-23
5543535,13,4.71,2016-08-25
5547811,2,8.09,2016-06-20
5562318,3,26.67,2016-06-16
5569113,4,19.5,2016-08-10
5566156,9,3.15,2016-08-24
5585325,16,6.64,2016-08-23
5590739,5,8.02,2016-08-10
5611932,2,2.5,2015-12-27
5613390,4,1.45,2016-05-06
5622441,5,3,2016-04-19
5634886,5,1.09,2016-03-11
5633522,4,5,2016-06-09
5643598,39,5.91,2016-08-30
5646136,11,4.03,2016-06-30
5658886,2,25,2016-04-25
5660924,7,2.86,2016-08-23
5664210,7,15.96,2016-08-01
5665544,2,15.54,2016-08-04
5697558,5,3.44,2016-04-19
5706912,4,3.9,2016-06-30
5708996,4,2.85,2016-04-22
5710176,5,3,2016-08-26
5717032,15,4.11,2016-08-03
5729420,2,31.42,2016-05-13
5734985,10,22.2,2016-08-25
5752178,2,4,2016-06-30
5752534,2,250,2016-03-11
5753761,2,2.5,2016-04-08
5754132,3,75.33,2016-08-31
5754754,3,6.67,2016-08-09
5769090,4,21.75,2016-08-12
5769931,2,1.99,2016-03-20
5774649,4,4.25,2016-08-01
5775240,7,11.26,2016-04-28
5789515,6,16.67,2016-08-19
5790171,3,2.33,2016-08-05
5796032,2,6.2,2016-05-18
5799775,3,0.76,2016-06-14
5801188,2,7.39,2016-06-02
5801893,2,1.5,2016-07-11
5827418,2,15,2016-08-05
5832882,4,7.13,2016-07-31
5834667,2,4.33,2016-08-24
5843448,2,4,2016-08-15
5844838,2,5,2016-08-28
5849269,2,6.5,2016-08-27
5062607,3,3.33,2016-07-19
5117378,2,15,2016-04-16
5211227,2,27.88,2016-04-04
5213088,25,10.6,2016-08-20
5223826,5,4.5,2016-08-09
5249844,8,1.45,2016-08-08
5257320,4,69.88,2016-07-01
5257765,3,11.67,2016-06-03
5303747,4,9.71,2016-09-01
5316254,7,7.35,2016-08-21
5336641,2,23.47,2016-08-27
5366936,3,7.64,2016-06-21
5389435,3,36.67,2016-07-11
5403073,17,12.92,2016-08-26
5405175,27,5.19,2016-08-09
5414052,6,18.96,2016-06-14
5423838,2,27.25,2016-03-29
5434758,6,2.5,2016-08-16
5474710,2,7.5,2016-08-30
5564034,3,28.17,2016-08-15
5745203,2,6,2016-08-19
5746234,7,10,2016-08-16
5755722,2,2.99,2016-04-12
5767743,2,17.23,2016-05-31
5774230,2,7.5,2016-03-28
5784659,3,4,2016-08-09
5803364,2,21.69,2016-06-14
5821050,4,15.25,2016-08-28
5824148,7,7.86,2016-08-27
5834444,4,10.75,2016-08-05
5849684,2,5,2016-08-26
5470714,2,5.7,2016-08-04
5469188,4,1.25,2016-04-07
5482620,8,7.48,2016-08-08
5503038,4,23.73,2016-07-21
5510621,86,9.83,2016-08-01
5513636,3,37.08,2016-08-11
5520284,3,1.12,2016-01-04
5531796,11,25,2016-09-02
5542870,5,24.13,2016-08-24
5562313,9,91.11,2016-09-01
5572241,14,14.29,2016-07-04
5575658,64,6.02,2016-08-27
5594241,3,33.33,2016-05-02
5604506,2,2.5,2016-04-07
5605363,8,7.75,2016-08-31
5612370,43,17.09,2016-07-07
5618891,4,4.24,2016-07-08
5616650,8,10.66,2016-06-29
5620796,10,32.5,2016-04-16
5625822,8,100.63,2016-06-30
5628088,4,2,2016-06-12
5629743,5,4,2016-08-04
5659858,3,1.67,2016-07-20
5662328,53,15.47,2016-08-18
5663849,28,5.71,2016-08-27
5694881,3,8.33,2016-07-06
5703413,5,3.82,2016-08-28
5711648,7,21.02,2016-08-05
5719408,15,5.67,2016-08-06
5722065,2,12.5,2016-03-10
5729059,7,6.43,2016-08-02
5729962,3,3.72,2016-04-08
5739468,4,43.75,2016-07-09
5747991,5,6.59,2016-04-24
5774981,7,5.13,2016-04-07
5777549,3,36.67,2016-04-12
5782104,5,7.67,2016-06-21
5786113,2,1.96,2016-04-26
5799596,4,3.25,2016-07-31
5801031,3,4.67,2016-08-02
5805155,2,4.93,2016-06-12
5816393,2,5,2016-07-02
5820364,4,3,2016-08-27
5823187,3,2.51,2016-07-07
5830502,2,5,2016-07-21
5837472,2,11.1,2016-08-09
5077788,7,4.29,2016-08-17
5081501,8,211.88,2016-08-03
5159004,2,10,2016-05-03
5166315,2,285,2016-04-07
5180565,3,3.33,2016-04-12
5220005,3,23.35,2016-08-22
5230642,4,5,2016-07-12
5244232,4,9.98,2016-05-05
5276081,7,10.71,2016-08-10
5282803,85,4.75,2016-09-02
5282900,17,2.65,2016-08-25
5284749,5,11.25,2016-06-10
5289730,8,12.5,2016-05-31
5297900,2,13.88,2016-09-01
5332733,2,12.5,2016-03-31
5341693,5,16,2016-02-23
5346456,6,6.67,2016-08-09
5393393,3,6.67,2016-08-12
5402296,4,8.75,2016-08-30
5447090,10,4.7,2016-06-22
5450241,9,16.67,2016-08-24
5560990,3,90.83,2016-05-04
5751326,40,52.88,2016-07-05
5775367,2,7.48,2016-03-31
5804910,2,7.5,2016-06-10
5819962,3,7.33,2016-08-29
5824661,3,16.65,2016-08-24
5827016,3,3.8,2016-08-29
5828395,2,11,2016-07-15
5832779,3,1.66,2016-08-09
5841228,3,5.74,2016-08-12
5847784,2,52.5,2016-09-03
5848058,2,28.5,2016-08-24
5473353,2,5.71,2016-04-06
5477887,3,50,2016-06-22
5486856,5,4,2016-04-18
5494296,8,12.5,2016-08-07
5506253,7,2.14,2016-03-14
5515442,3,1.67,2016-04-26
5521262,6,0.5,2016-04-19
5523363,8,12.5,2016-06-23
5525433,4,8.35,2016-07-15
5534137,10,8.5,2016-05-19
5544340,7,0.44,2016-08-10
5546483,3,7.52,2016-05-03
5542046,5,11,2016-08-25
5561701,2,10,2016-04-08
5570788,15,32.06,2016-08-15
5578175,10,5,2016-07-05
5588784,5,22.2,2016-07-28
5594653,4,6.81,2016-03-12
5615824,13,1.92,2016-08-17
5617375,2,5.7,2016-08-31
5629723,8,1.25,2016-05-20
5637304,6,7.5,2016-06-22
5657214,3,1.85,2016-08-12
5658557,2,14.2,2015-10-15
5658698,3,3.33,2016-06-21
5658999,2,25,2016-04-14
5693911,4,2.85,2016-08-17
5698415,2,5,2016-07-11
5699776,3,52.38,2016-07-12
5702545,3,1.67,2016-03-08
5712497,3,1.67,2016-08-20
5716793,2,5,2016-04-07
5719528,2,3.5,2016-06-28
5720258,2,12.5,2016-07-21
5720561,5,5,2016-07-16
5724517,5,9.89,2016-07-29
5728824,2,5,2016-06-15
5729920,2,5,2016-03-22
5737198,2,7.5,2016-05-19
5736718,16,4.69,2016-09-02
5740227,3,6.67,2016-09-01
5740284,9,31.77,2016-08-15
5748605,2,7.36,2016-02-29
5749191,2,14,2016-03-21
5750432,2,37.5,2016-08-19
5753175,3,6.96,2016-07-08
5754680,2,8.43,2016-07-09
5754705,2,1.88,2016-03-15
5755346,4,5,2016-08-03
5769204,4,7,2016-06-27
5772011,2,4,2016-04-04
5778628,3,4,2016-07-22
5783098,5,30.61,2016-08-27
5795670,2,5,2016-08-24
5799603,6,5.33,2016-07-27
5800339,2,2.99,2016-06-15
5807694,2,3.5,2016-08-02
5822454,2,30,2016-07-04
5822791,7,4.79,2016-08-31
5825684,3,27.54,2016-08-21
5831149,3,5.65,2016-09-01
5832781,2,4.49,2016-07-26
5837674,2,15.76,2016-08-11
5840862,2,-23.51,2016-09-03
5843620,2,8.5,2016-08-18
5056301,2,31.42,2016-06-27
5105300,2,5.7,2016-04-22
5107780,6,3.33,2016-08-26
5112903,12,8.75,2016-08-03
5134476,3,8.33,2016-08-26
5184766,2,145,2016-05-24
5191977,37,5,2016-08-22
5222563,4,46.25,2016-04-18
5225478,20,3,2016-09-02
5233240,4,8.75,2016-03-29
5246363,3,3.63,2016-03-12
5269571,6,16.67,2016-04-16
5303118,10,13.9,2016-08-09
5320607,7,11.94,2016-08-26
5341193,5,6.72,2016-07-20
5343201,9,15.53,2016-08-26
5349970,5,15,2016-07-12
5369476,5,3.36,2016-08-31
5389323,7,40.93,2016-03-31
5401905,2,50,2015-09-18
5402405,6,16.67,2016-08-23
5418412,2,8,2016-08-18
5426078,6,12.5,2016-08-21
5430576,2,12.5,2016-07-11
5441733,10,3.73,2016-08-31
5451673,6,66.67,2016-08-28
5519228,6,3.33,2016-08-01
5767797,2,11.25,2016-05-17
5771172,3,5.07,2016-08-21
5800948,2,6.6,2016-08-25
5830990,3,7.68,2016-08-25
5832621,2,1.9,2016-07-25
5832638,2,17.5,2016-09-01
5833124,4,2.5,2016-08-18
5852956,2,10.5,2016-09-02
5456822,3,22.97,2016-06-19
5462491,5,4.56,2016-04-14
5467288,3,3.63,2016-01-03
5486894,7,5,2016-08-18
5524984,2,12.5,2016-03-21
5529368,25,7.86,2016-08-18
5554134,5,4,2016-04-13
5557005,4,25,2016-08-15
5572066,2,5.58,2016-06-13
5572782,149,20.57,2016-09-02
5575273,6,4.5,2016-04-19
5576289,4,8.75,2016-07-24
5580012,4,2.5,2016-04-02
5584523,5,5.4,2016-08-15
5597559,22,2.73,2016-05-20
5616003,5,1.16,2016-08-22
5624113,4,2.5,2016-08-24
5625670,9,2.33,2016-08-09
5631731,10,10.5,2016-08-14
5632675,4,2.5,2016-06-23
5635566,7,10.69,2016-04-19
5661661,4,4.86,2016-03-10
5666399,10,3.5,2016-07-21
5695137,4,12.5,2016-05-24
5696009,4,8.36,2016-07-25
5704481,2,6.98,2016-03-17
5702914,2,2.5,2016-02-16
5705445,9,1.11,2016-02-18
5707255,2,4,2016-08-15
5708800,2,2.5,2016-03-15
5731816,4,5.75,2016-06-27
5732411,4,6.95,2016-08-31
5733580,3,3.33,2016-03-22
5736308,5,5.66,2016-07-07
5740152,3,4,2016-04-14
5743526,4,11.99,2016-04-01
5752513,3,12.33,2016-06-01
5754527,2,8.34,2016-03-08
5755394,3,4,2016-06-14
5771654,2,8.18,2016-03-24
5785015,2,3.5,2016-08-29
5789403,3,12.66,2016-07-03
5796346,2,5,2016-08-01
5798636,9,5.13,2016-08-29
5807180,3,13.33,2016-08-21
5804065,2,11,2016-06-06
5804719,4,7.25,2016-06-09
5814211,2,3.5,2016-08-19
5818846,2,53.5,2016-06-26
5828064,3,9,2016-08-20
5056245,2,5,2016-04-19
5077962,6,23.33,2016-08-25
5135086,3,8.33,2016-03-22
5146160,3,25,2016-07-02
5160477,3,4.7,2016-08-07
5177893,7,2.86,2016-07-12
5183942,11,4.09,2016-09-02
5187008,4,13.75,2016-07-19
5193039,2,5,2016-04-10
5210251,6,8.33,2016-06-21
5215818,5,24.34,2016-05-07
5228809,8,2.25,2016-08-30
5270122,4,6.25,2016-04-19
5285801,3,7.33,2016-08-04
5296235,10,2,2016-03-18
5300999,7,23.75,2016-07-27
5301017,4,6.81,2016-07-12
5310712,4,8.75,2016-06-03
5310894,3,33.33,2016-08-17
5324810,23,4.5,2016-03-10
5327404,2,2.78,2016-08-30
5338032,3,18.5,2016-08-16
5341893,5,7,2016-04-30
5352796,21,2.38,2016-08-28
5364593,6,7.5,2016-08-17
5384778,22,20.45,2016-07-14
5389244,3,9.67,2016-06-21
5393451,3,7.33,2016-07-01
5404067,2,13.88,2016-07-20
5409808,9,6.11,2016-08-04
5414578,7,12.11,2016-06-26
5449004,28,18.69,2016-07-18
5454903,5,11.97,2016-08-09
5456032,7,9.84,2016-05-20
5751806,2,4,2016-03-08
5784850,2,32.41,2016-07-16
5789660,2,10.5,2016-05-06
5804597,3,28.33,2016-08-16
5830753,3,28.33,2016-08-26
5831148,2,21,2016-07-22
5458953,6,26.67,2016-08-10
5462116,4,26.25,2016-05-10
5465638,3,37,2016-07-26
5484120,4,2.5,2016-03-09
5486156,2,25,2016-03-11
5504400,7,2.14,2016-09-01
5505340,3,16.67,2016-08-25
5506555,11,11.82,2016-09-01
5512787,6,17.5,2016-08-29
5518758,16,5.63,2016-09-01
5519820,12,8.7,2016-08-07
5522512,22,2.95,2016-06-30
5525550,3,8.33,2016-06-28
5536761,2,50,2016-04-03
5545025,2,5.45,2016-02-23
5550983,3,1.82,2016-03-17
5571917,10,12.36,2016-08-14
5572220,6,8.78,2016-06-12
5584686,2,10,2016-07-19
5585800,3,15,2016-08-22
5604179,4,3.19,2016-06-14
5618657,2,5.55,2016-07-11
5631867,2,2.5,2016-06-30
5631915,6,12.5,2016-07-10
5636016,3,1.67,2016-03-13
5637539,6,1.18,2016-08-23
5651751,2,2.5,2016-07-27
5654690,8,17.53,2016-08-22
5655740,4,12.5,2016-05-30
5666347,4,0.53,2016-08-18
5671172,6,2.82,2016-08-12
5695692,3,19,2016-04-25
5704722,4,6.25,2016-03-06
5720508,3,5,2016-05-11
5725349,2,5,2016-02-15
5729988,3,3.33,2016-07-22
5731628,7,11.33,2016-06-28
5735508,2,4.56,2016-02-13
5745731,2,7.5,2016-03-17
5745763,2,8.49,2016-03-01
5754827,3,12,2016-08-03
5768412,2,4.38,2016-04-18
5788284,4,8.75,2016-07-23
5788304,3,4,2016-06-29
5792670,8,5.73,2016-08-24
5790539,2,2.99,2016-05-10
5792159,3,6.51,2016-07-20
5793655,2,12.5,2016-08-31
5795006,2,9.5,2016-07-28
5798527,3,6,2016-07-24
5806191,9,6.67,2016-09-01
5807925,2,29,2016-07-09
5808612,3,5.85,2016-06-16
5818247,2,26.5,2016-06-27
5827369,2,51,2016-07-27
5829421,4,6.25,2016-08-14
5830652,8,5.87,2016-09-01
5846255,2,5,2016-08-31
5849715,2,7.99,2016-08-26
5848537,2,17.5,2016-09-02
5039489,3,16.67,2016-05-12
5090790,8,17.5,2016-07-07
5133006,4,8.4,2016-07-28
5200397,6,45.92,2016-08-25
5208756,4,5,2016-07-14
5214794,2,5.45,2016-03-09
5245350,29,42.45,2016-08-12
5246233,3,13.05,2015-12-05
5253119,157,3.98,2016-09-01
5256568,2,50,2016-03-23
5292452,4,5,2016-08-17
5320963,3,7.27,2016-02-20
5323625,4,37.18,2016-08-12
5348996,7,2.14,2016-08-06
5349122,5,13.92,2016-06-12
5396483,2,13.88,2016-08-21
5398254,10,2.3,2016-06-23
5406151,23,20.22,2016-08-09
5407103,3,7.33,2016-07-27
5420214,5,83.7,2016-04-29
5422260,3,33.33,2016-06-25
5428989,3,1.67,2016-06-08
5429156,3,66.67,2016-06-20
5429891,2,12.5,2016-04-11
5437666,11,1.36,2016-03-21
5502547,3,7.33,2016-08-04
5745796,3,6.67,2016-03-07
5755058,2,3.57,2016-04-12
5775575,2,5.03,2016-04-03
5789781,4,3.25,2016-08-02
5789851,3,4.13,2016-08-07
5793683,2,5,2016-08-13
5801012,2,6,2016-07-11
5846159,2,3.5,2016-08-27
5848885,2,1.99,2016-08-26
5477234,4,28.75,2016-06-08
5479170,7,4.11,2016-08-16
5488139,20,4.25,2016-08-17
5485855,2,25,2016-06-21
5498534,5,6.79,2016-04-25
5516676,23,2.39,2016-08-28
5518139,6,3.33,2016-05-11
5524268,58,4.06,2016-09-02
5524897,7,3.18,2016-08-11
5529472,13,3.46,2016-08-24
5535562,2,2.5,2016-08-05
5535663,7,70.86,2016-08-18
5556570,9,14.29,2016-08-05
5539568,4,2.5,2016-07-12
5548908,2,27.75,2016-08-08
5557746,2,8.48,2016-08-27
5563257,21,4.52,2016-08-22
5566678,11,0.91,2016-06-09
5579573,7,1.04,2016-07-25
5609933,7,17.63,2016-07-18
5616415,2,13.88,2016-07-20
5637649,5,4,2016-04-23
5661062,22,16.82,2016-07-12
5700725,3,3.63,2016-03-09
5706452,5,9.07,2016-05-12
5712843,4,1.43,2016-04-25
5718300,2,2.5,2016-05-03
5720987,4,31.25,2016-07-08
5729934,3,8.33,2016-02-01
5730216,5,10,2016-08-23
5737201,2,3.98,2016-03-18
5739822,2,5,2016-08-09
5750565,3,3.95,2016-05-10
5752267,2,8.43,2016-08-05
5780119,2,5,2016-05-13
5786817,3,12.33,2016-08-28
5800294,2,3.5,2016-05-28
5807036,3,5.01,2016-07-26
5825908,2,2.78,2016-07-10
5835590,2,6.29,2016-08-11
5837799,4,18.54,2016-08-10
5841315,2,88,2016-08-14
5843251,2,5,2016-08-19
5845225,4,6.87,2016-08-18
5851613,3,7.33,2016-08-30
5048329,24,5.83,2016-09-03
5084078,15,15,2016-07-28
5116268,2,136.25,2016-03-17
5183358,3,3.33,2016-04-14
5197622,2,65.18,2016-04-14
5254052,5,2,2016-08-11
5278093,4,6.25,2016-08-12
5286562,2,2.5,2016-06-10
5300367,2,27.88,2016-08-25
5301873,3,41.67,2016-06-09
5313488,4,5,2016-06-28
5343733,2,5.7,2016-04-08
5352553,4,8.21,2016-07-17
5362154,6,5.45,2016-03-16
