id,room,start date,end date,request id
2954,S69,1/26/16,1/31/16,1430
2955,D2,3/20/16,3/23/16,1431
2956,S32,3/7/16,3/11/16,1432
2957,S33,3/7/16,3/11/16,1432
2958,S34,3/7/16,3/11/16,1432
2959,N74,3/22/16,3/27/16,1433
2960,N75,3/22/16,3/27/16,1433
2961,N76,3/22/16,3/27/16,1433
2962,N79,3/22/16,3/27/16,1433
2963,S86,1/12/16,1/19/16,1434
2964,S87,1/12/16,1/19/16,1434
2965,S88,1/12/16,1/19/16,1434
2966,S89,1/12/16,1/19/16,1434
2967,X34,1/20/16,1/25/16,1435
2968,X13,2/23/16,2/28/16,1436
2969,L14,1/29/16,2/2/16,1437
2970,S21,2/10/16,2/20/16,1438
2971,S22,2/10/16,2/20/16,1438
2972,S23,2/10/16,2/20/16,1438
2973,S24,2/10/16,2/20/16,1438
2974,S25,2/10/16,2/20/16,1438
2975,S15,1/7/16,1/9/16,1439
2976,S16,1/7/16,1/9/16,1439
2977,S17,1/7/16,1/9/16,1439
2978,D22,1/24/16,1/28/16,1440
2979,D27,1/24/16,1/28/16,1440
2980,D28,1/24/16,1/28/16,1440
2981,D29,1/24/16,1/28/16,1440
2982,X6,2/19/16,2/25/16,1441
2983,X32,1/29/16,1/30/16,1442
2984,X33,1/29/16,1/30/16,1442
2985,S90,1/11/16,1/15/16,1443
2986,S91,1/11/16,1/15/16,1443
2987,S92,1/11/16,1/15/16,1443
2988,S93,1/11/16,1/15/16,1443
2989,S94,1/11/16,1/15/16,1443
2990,N92,3/16/16,3/18/16,1444
2991,N93,3/16/16,3/18/16,1444
2992,N94,3/16/16,3/18/16,1444
2993,S44,3/15/16,3/18/16,1445
2994,X35,1/23/16,1/29/16,1446
2995,L22,3/4/16,3/9/16,1447
2996,X14,2/20/16,3/1/16,1448
2997,S38,1/7/16,1/11/16,1449
2998,S39,1/7/16,1/11/16,1449
2999,S55,1/7/16,1/11/16,1449
3000,N32,2/18/16,3/4/16,1450
3001,N33,2/18/16,3/4/16,1450
3002,N34,2/18/16,3/4/16,1450
3003,N35,2/18/16,3/4/16,1450
3004,N36,2/18/16,3/4/16,1450
3005,D16,2/28/16,3/4/16,1451
3006,X29,2/2/16,2/5/16,1452
3007,X38,2/2/16,2/5/16,1452
3008,L5,1/3/16,1/5/16,1453
3009,L6,1/3/16,1/5/16,1453
3010,L17,3/20/16,3/26/16,1454
3011,N135,3/27/16,3/28/16,1455
3012,N136,3/27/16,3/28/16,1455
3013,D26,2/1/16,2/6/16,1456
3014,D27,2/1/16,2/6/16,1456
3015,N40,1/24/16,1/27/16,1457
3016,N41,1/24/16,1/27/16,1457
3017,N43,1/24/16,1/27/16,1457
3018,N44,1/24/16,1/27/16,1457
3019,S57,2/29/16,3/5/16,1459
3020,S58,2/29/16,3/5/16,1459
3021,S59,2/29/16,3/5/16,1459
3022,S60,2/29/16,3/5/16,1459
3023,D35,2/2/16,2/4/16,1460
3024,D40,2/2/16,2/4/16,1460
3025,L10,2/27/16,3/3/16,1461
3026,X12,1/29/16,2/4/16,1462
3027,D14,2/22/16,2/25/16,1463
3028,S46,3/20/16,3/23/16,1464
3029,S47,3/20/16,3/23/16,1464
3030,S54,3/20/16,3/23/16,1464
3031,S11,1/2/16,1/6/16,1465
3032,S12,1/2/16,1/6/16,1465
3033,S13,1/2/16,1/6/16,1465
3034,S14,1/2/16,1/6/16,1465
3035,S34,2/5/16,2/10/16,1466
3036,S35,2/5/16,2/10/16,1466
3037,X11,3/13/16,3/16/16,1467
3038,X18,3/13/16,3/16/16,1467
3039,D24,1/22/16,1/25/16,1468
3040,D25,1/22/16,1/25/16,1468
3041,L37,3/2/16,3/7/16,1470
3042,D30,3/4/16,3/9/16,1471
3043,L3,3/17/16,3/19/16,1472
3044,X6,3/12/16,3/19/16,1473
3045,X29,1/16/16,1/21/16,1474
3046,X30,1/16/16,1/21/16,1474
3047,S19,1/21/16,1/25/16,1475
3048,S20,1/21/16,1/25/16,1475
3049,D20,3/20/16,3/29/16,1476
3050,D21,3/20/16,3/29/16,1476
3051,L12,1/7/16,1/11/16,1477
3052,X13,3/6/16,3/14/16,1478
3053,X14,3/6/16,3/14/16,1478
3054,X5,3/2/16,3/5/16,1479
3055,X6,3/2/16,3/5/16,1479
3056,D19,2/25/16,3/2/16,1480
3057,D20,2/25/16,3/2/16,1480
3058,D21,2/25/16,3/2/16,1480
3059,S56,1/13/16,1/18/16,1481
3060,S57,1/13/16,1/18/16,1481
3061,S58,1/13/16,1/18/16,1481
3062,L15,1/30/16,2/2/16,1482
3063,L16,1/30/16,2/2/16,1482
3064,S15,1/2/16,1/6/16,1483
3065,S16,1/2/16,1/6/16,1483
3066,S17,1/2/16,1/6/16,1483
3067,S48,1/1/16,1/3/16,1484
3068,S59,1/1/16,1/3/16,1484
3069,S60,1/1/16,1/3/16,1484
3070,N110,2/22/16,2/25/16,1485
3071,N111,2/22/16,2/25/16,1485
3072,N127,2/22/16,2/25/16,1485
3073,N128,2/22/16,2/25/16,1485
3074,N129,2/22/16,2/25/16,1485
3075,N130,2/22/16,2/25/16,1485
3076,X36,1/20/16,1/24/16,1486
3077,X37,1/20/16,1/24/16,1486
3078,S18,1/1/16,1/10/16,1487
3079,S19,1/1/16,1/10/16,1487
3080,S20,1/1/16,1/10/16,1487
3081,S21,1/1/16,1/10/16,1487
3082,S22,1/1/16,1/10/16,1487
3083,L23,3/5/16,3/9/16,1488
3084,L7,1/1/16,1/7/16,1489
3085,L8,1/1/16,1/7/16,1489
3086,D18,1/28/16,1/29/16,1490
3087,D35,2/11/16,2/14/16,1491
3088,N105,3/26/16,3/30/16,1492
3089,N149,3/26/16,3/30/16,1492
3090,N150,3/26/16,3/30/16,1492
3091,S23,1/4/16,1/7/16,1493
3092,S24,1/4/16,1/7/16,1493
3093,S20,2/18/16,3/6/16,1494
3094,S21,2/18/16,3/6/16,1494
3095,S22,2/18/16,3/6/16,1494
3096,S23,2/18/16,3/6/16,1494
3097,D31,3/1/16,3/10/16,1495
3098,X19,2/13/16,2/18/16,1496
3099,X20,2/13/16,2/18/16,1496
3100,X21,2/13/16,2/18/16,1496
3101,L18,3/19/16,3/25/16,1497
3102,L21,3/19/16,3/25/16,1497
3103,L18,2/7/16,2/15/16,1498
3104,L19,2/7/16,2/15/16,1498
3105,S62,3/23/16,3/30/16,1499
3106,S63,3/23/16,3/30/16,1499
3107,S64,3/23/16,3/30/16,1499
3108,L22,3/22/16,3/29/16,1500
3109,L23,3/22/16,3/29/16,1500
3110,N59,3/23/16,4/2/16,1501
3111,N60,3/23/16,4/2/16,1501
3112,N61,3/23/16,4/2/16,1501
3113,X12,3/28/16,4/5/16,1502
3114,D19,1/27/16,1/30/16,1503
3115,D20,1/27/16,1/30/16,1503
3116,D22,1/27/16,1/30/16,1503
3117,N20,2/14/16,2/20/16,1504
3118,N21,2/14/16,2/20/16,1504
3119,N78,3/9/16,3/13/16,1505
3120,N79,3/9/16,3/13/16,1505
3121,N80,3/9/16,3/13/16,1505
3122,N81,3/9/16,3/13/16,1505
3123,N82,3/9/16,3/13/16,1505
3124,N88,3/9/16,3/13/16,1505
3125,L16,3/28/16,4/1/16,1506
3126,N62,2/1/16,2/11/16,1507
3127,N63,2/1/16,2/11/16,1507
3128,N64,2/1/16,2/11/16,1507
3129,N65,2/1/16,2/11/16,1507
3130,N66,2/1/16,2/11/16,1507
3131,X8,1/3/16,1/7/16,1508
3132,X9,1/3/16,1/7/16,1508
3133,N42,1/9/16,1/13/16,1509
3134,N43,1/9/16,1/13/16,1509
3135,N44,1/9/16,1/13/16,1509
3136,N45,1/9/16,1/13/16,1509
3137,N46,1/9/16,1/13/16,1509
3138,N47,1/9/16,1/13/16,1509
3139,X24,2/16/16,2/19/16,1510
3140,X25,2/16/16,2/19/16,1510
3141,X26,2/16/16,2/19/16,1510
3142,L0,3/26/16,3/31/16,1511
3143,L20,3/25/16,3/29/16,1512
3144,L21,3/25/16,3/29/16,1512
3145,S45,3/14/16,3/17/16,1513
3146,S46,3/14/16,3/17/16,1513
3147,X21,3/4/16,3/7/16,1514
3148,X5,3/29/16,3/31/16,1515
3149,X19,3/23/16,3/26/16,1516
3150,X20,3/23/16,3/26/16,1516
3151,N67,2/5/16,2/17/16,1517
3152,N68,2/5/16,2/17/16,1517
3153,X9,3/24/16,3/30/16,1518
3154,X41,3/24/16,3/30/16,1518
3155,N37,2/20/16,3/4/16,1519
3156,N38,2/20/16,3/4/16,1519
3157,N34,1/3/16,1/5/16,1520
3158,N35,1/3/16,1/5/16,1520
3159,N36,1/3/16,1/5/16,1520
3160,N37,1/3/16,1/5/16,1520
3161,X22,1/13/16,1/15/16,1521
3162,L21,1/23/16,1/27/16,1522
3163,S0,2/13/16,2/14/16,1523
3164,S1,2/13/16,2/14/16,1523
3165,S2,2/13/16,2/14/16,1523
3166,S27,2/13/16,2/14/16,1523
3167,S28,2/13/16,2/14/16,1523
3168,L17,2/2/16,2/7/16,1524
3169,L18,2/2/16,2/7/16,1524
3170,L24,3/22/16,3/24/16,1525
3171,L25,3/22/16,3/24/16,1525
3172,X15,3/7/16,3/9/16,1526
3173,D33,2/4/16,2/6/16,1527
3174,N35,1/28/16,2/6/16,1528
3175,N151,3/26/16,3/28/16,1529
3176,N152,3/26/16,3/28/16,1529
3177,S95,1/7/16,1/17/16,1530
3178,S96,1/7/16,1/17/16,1530
3179,X24,3/20/16,3/23/16,1531
3180,X26,3/20/16,3/23/16,1531
3181,L26,3/23/16,3/28/16,1532
3182,D15,3/24/16,3/30/16,1534
3183,D33,3/24/16,3/30/16,1534
3184,D10,2/16/16,2/18/16,1535
3185,S12,3/29/16,4/3/16,1536
3186,S13,3/29/16,4/3/16,1536
3187,S14,3/29/16,4/3/16,1536
3188,D31,1/30/16,2/7/16,1537
3189,D21,3/24/16,4/6/16,1538
3190,D22,3/24/16,4/6/16,1538
3191,D23,3/24/16,4/6/16,1538
3192,D24,3/24/16,4/6/16,1538
3193,D10,3/25/16,3/29/16,1539
3194,L27,3/18/16,3/28/16,1540
3195,X14,3/2/16,3/4/16,1542
3196,X21,3/2/16,3/4/16,1542
3197,X9,3/15/16,3/18/16,1544
3198,L16,1/18/16,1/22/16,1545
3199,D12,1/3/16,1/7/16,1546
3200,D13,1/3/16,1/7/16,1546
3201,X17,2/1/16,2/3/16,1547
3202,X25,2/1/16,2/3/16,1547
3203,D11,3/15/16,3/21/16,1548
3204,S47,1/18/16,1/22/16,1549
3205,S53,1/18/16,1/22/16,1549
3206,L23,1/9/16,1/21/16,1551
3207,X10,1/25/16,1/27/16,1552
3208,N11,1/15/16,1/21/16,1553
3209,N12,1/15/16,1/21/16,1553
3210,N13,1/15/16,1/21/16,1553
3211,N14,1/15/16,1/21/16,1553
3212,N15,1/17/16,1/21/16,1554
3213,N16,1/17/16,1/21/16,1554
3214,N17,1/17/16,1/21/16,1554
3215,L17,3/28/16,4/1/16,1555
3216,N53,1/28/16,1/29/16,1556
3217,N54,1/28/16,1/29/16,1556
3218,S31,2/14/16,2/15/16,1557
3219,S32,2/14/16,2/15/16,1557
3220,S33,2/14/16,2/15/16,1557
3221,S36,2/14/16,2/15/16,1557
3222,S37,2/14/16,2/15/16,1557
3223,D20,3/9/16,3/11/16,1558
3224,S21,1/31/16,2/4/16,1559
3225,S22,1/31/16,2/4/16,1559
3226,S23,1/31/16,2/4/16,1559
3227,D9,2/1/16,2/3/16,1560
3228,D29,2/1/16,2/3/16,1560
3229,S35,2/28/16,3/14/16,1561
3230,S36,2/28/16,3/14/16,1561
3231,S37,2/28/16,3/14/16,1561
3232,S38,2/28/16,3/14/16,1561
3233,S39,2/28/16,3/14/16,1561
3234,S65,3/23/16,3/26/16,1562
3235,S66,3/23/16,3/26/16,1562
3236,S67,3/23/16,3/26/16,1562
3237,S68,3/23/16,3/26/16,1562
3238,L20,2/7/16,2/9/16,1563
3239,S72,3/10/16,3/14/16,1564
3240,S73,3/10/16,3/14/16,1564
3241,N55,1/24/16,1/29/16,1565
3242,N56,1/24/16,1/29/16,1565
3243,N57,1/24/16,1/29/16,1565
3244,N58,1/24/16,1/29/16,1565
3245,N59,1/24/16,1/29/16,1565
3246,D6,1/14/16,1/19/16,1566
3247,X17,1/24/16,2/2/16,1567
3248,S0,3/14/16,3/16/16,1568
3249,S1,3/14/16,3/16/16,1568
3250,S22,3/14/16,3/16/16,1568
3251,S23,3/14/16,3/16/16,1568
3252,X17,2/8/16,2/11/16,1569
3253,X11,1/26/16,1/28/16,1570
3254,X20,1/26/16,1/28/16,1570
3255,L15,1/25/16,1/29/16,1571
3256,S40,3/18/16,3/21/16,1572
3257,S44,3/18/16,3/21/16,1572
3258,X5,1/19/16,1/20/16,1573
3259,X21,1/12/16,1/18/16,1574
3260,D11,2/16/16,2/20/16,1575
3261,N123,3/25/16,3/30/16,1576
3262,N124,3/25/16,3/30/16,1576
3263,D32,1/29/16,2/4/16,1577
3264,L28,1/24/16,1/28/16,1578
3265,N62,3/25/16,4/2/16,1579
3266,N63,3/25/16,4/2/16,1579
3267,N64,3/25/16,4/2/16,1579
3268,N65,3/25/16,4/2/16,1579
3269,N39,2/21/16,2/28/16,1580
3270,N40,2/21/16,2/28/16,1580
3271,N41,2/21/16,2/28/16,1580
3272,N42,2/21/16,2/28/16,1580
3273,D47,3/4/16,3/7/16,1581
3274,D49,3/4/16,3/7/16,1581
3275,X8,2/13/16,2/16/16,1582
3276,X11,2/13/16,2/16/16,1582
3277,L16,1/26/16,1/31/16,1583
3278,L17,1/26/16,1/31/16,1583
3279,X21,3/22/16,3/27/16,1584
3280,X22,3/22/16,3/27/16,1584
3281,N4,1/2/16,1/4/16,1585
3282,N5,1/2/16,1/4/16,1585
3283,N6,1/2/16,1/4/16,1585
3284,L7,2/27/16,2/28/16,1586
3285,N82,2/11/16,2/14/16,1587
3286,N83,2/11/16,2/14/16,1587
3287,D15,1/12/16,1/15/16,1588
3288,S69,3/22/16,3/25/16,1589
3289,S70,3/22/16,3/25/16,1589
3290,S71,3/22/16,3/25/16,1589
3291,S72,3/22/16,3/25/16,1589
3292,L9,1/1/16,1/10/16,1590
3293,N80,3/23/16,3/25/16,1591
3294,N38,1/4/16,1/9/16,1592
3295,N39,1/4/16,1/9/16,1592
3296,N40,1/4/16,1/9/16,1592
3297,N41,1/4/16,1/9/16,1592
3298,N42,1/4/16,1/9/16,1592
3299,N43,1/4/16,1/9/16,1592
3300,L11,2/21/16,2/27/16,1593
3301,S97,1/7/16,1/14/16,1594
3302,S98,1/7/16,1/14/16,1594
3303,S99,1/7/16,1/14/16,1594
3304,S100,1/7/16,1/14/16,1594
3305,S3,2/28/16,2/29/16,1595
3306,S4,2/28/16,2/29/16,1595
3307,S5,2/28/16,2/29/16,1595
3308,N34,3/24/16,3/30/16,1596
3309,N43,3/24/16,3/30/16,1596
3310,N44,3/24/16,3/30/16,1596
3311,N45,3/24/16,3/30/16,1596
3312,S24,1/29/16,2/5/16,1597
3313,S25,1/29/16,2/5/16,1597
3314,S26,1/29/16,2/5/16,1597
3315,S27,1/29/16,2/5/16,1597
3316,S28,1/29/16,2/5/16,1597
3317,S73,3/21/16,3/25/16,1598
3318,S29,1/31/16,2/4/16,1600
3319,S30,1/31/16,2/4/16,1600
3320,S31,1/31/16,2/4/16,1600
3321,S32,1/31/16,2/4/16,1600
3322,N66,3/20/16,4/2/16,1602
3323,N67,3/20/16,4/2/16,1602
3324,S74,3/18/16,3/28/16,1603
3325,S75,3/18/16,3/28/16,1603
3326,S82,3/18/16,3/28/16,1603
3327,S83,3/18/16,3/28/16,1603
3328,S26,2/14/16,2/22/16,1604
3329,S27,2/14/16,2/22/16,1604
3330,S28,2/14/16,2/22/16,1604
3331,S29,2/14/16,2/22/16,1604
3332,S30,2/14/16,2/22/16,1604
3333,N48,1/8/16,1/15/16,1605
3334,N49,1/8/16,1/15/16,1605
3335,N50,1/8/16,1/15/16,1605
3336,L22,1/20/16,1/24/16,1606
3337,L23,1/20/16,1/24/16,1606
3338,X22,1/11/16,1/13/16,1607
3339,L28,3/17/16,3/31/16,1608
3340,X27,2/17/16,2/20/16,1609
3341,X28,2/17/16,2/20/16,1609
3342,D22,3/23/16,3/25/16,1610
3343,D23,3/23/16,3/25/16,1610
3344,D24,3/23/16,3/25/16,1610
3345,D25,3/23/16,3/25/16,1610
3346,D27,3/26/16,3/27/16,1611
3347,D28,3/26/16,3/27/16,1611
3348,D24,1/15/16,1/18/16,1612
3349,D25,1/15/16,1/18/16,1612
3350,D27,1/15/16,1/18/16,1612
3351,S53,2/6/16,2/8/16,1613
3352,X31,3/28/16,3/29/16,1614
3353,D14,1/2/16,1/9/16,1615
3354,S36,2/3/16,2/13/16,1616
3355,S37,2/3/16,2/13/16,1616
3356,S38,2/3/16,2/13/16,1616
3357,S39,2/3/16,2/13/16,1616
3358,S40,2/3/16,2/13/16,1616
3359,D32,3/26/16,3/28/16,1617
3360,S15,3/30/16,4/1/16,1618
3361,S16,3/30/16,4/1/16,1618
3362,N81,3/19/16,3/24/16,1619
3363,L33,3/28/16,3/30/16,1620
3364,L34,3/28/16,3/30/16,1620
3365,S21,3/25/16,3/30/16,1622
3366,S22,3/25/16,3/30/16,1622
3367,N137,3/27/16,3/28/16,1623
3368,N138,3/27/16,3/28/16,1623
3369,S84,3/23/16,3/25/16,1624
3370,S85,3/23/16,3/25/16,1624
3371,S86,3/23/16,3/25/16,1624
3372,S87,3/23/16,3/25/16,1624
3373,N44,1/1/16,1/5/16,1625
3374,N45,1/1/16,1/5/16,1625
3375,N46,1/1/16,1/5/16,1625
3376,L24,3/5/16,3/9/16,1626
3377,N152,2/20/16,2/23/16,1627
3378,N153,2/20/16,2/23/16,1627
3379,N154,2/20/16,2/23/16,1627
3380,N155,2/20/16,2/23/16,1627
3381,N156,2/20/16,2/23/16,1627
3382,D17,2/27/16,3/4/16,1628
3383,X18,1/29/16,2/3/16,1629
3384,D22,2/19/16,2/28/16,1630
3385,D23,2/19/16,2/28/16,1630
3386,S21,1/19/16,1/24/16,1631
3387,S22,1/19/16,1/24/16,1631
3388,S23,1/19/16,1/24/16,1631
3389,X19,3/13/16,3/15/16,1632
3390,D17,1/13/16,1/14/16,1633
3391,D20,1/13/16,1/14/16,1633
3392,L25,3/7/16,3/9/16,1634
3393,L26,3/7/16,3/9/16,1634
3394,X31,3/2/16,3/6/16,1635
3395,X38,3/2/16,3/6/16,1635
3396,X39,3/2/16,3/6/16,1635
3397,S24,1/20/16,1/24/16,1636
3398,S25,1/20/16,1/24/16,1636
3399,S26,1/20/16,1/24/16,1636
3400,S27,1/20/16,1/24/16,1636
3401,S28,1/20/16,1/24/16,1636
3402,D12,2/16/16,2/23/16,1637
3403,S101,1/8/16,1/16/16,1638
3404,S102,1/8/16,1/16/16,1638
3405,N51,2/14/16,2/15/16,1639
3406,N52,2/14/16,2/15/16,1639
3407,S56,1/29/16,1/30/16,1640
3408,S57,1/29/16,1/30/16,1640
3409,S76,1/29/16,1/30/16,1640
3410,S77,1/29/16,1/30/16,1640
3411,X23,1/6/16,1/16/16,1641
3412,X24,1/6/16,1/16/16,1641
3413,S47,3/15/16,3/17/16,1642
3414,X19,2/3/16,2/8/16,1643
3415,S10,2/2/16,2/3/16,1644
3416,S11,2/2/16,2/3/16,1644
3417,X9,2/26/16,3/1/16,1645
3418,L25,3/25/16,3/30/16,1646
3419,X15,2/26/16,2/27/16,1647
3420,X16,2/26/16,2/27/16,1647
3421,L26,3/15/16,3/22/16,1648
3422,X23,3/21/16,3/26/16,1649
3423,X24,3/21/16,3/26/16,1649
3424,S17,3/30/16,4/2/16,1650
3425,S18,3/30/16,4/2/16,1650
3426,S19,3/30/16,4/2/16,1650
3427,S20,3/30/16,4/2/16,1650
3428,S21,3/30/16,4/2/16,1650
3429,X0,3/25/16,3/31/16,1651
3430,D24,1/25/16,1/31/16,1652
3431,X13,3/28/16,4/5/16,1654
3432,N18,1/17/16,1/23/16,1655
3433,N19,1/17/16,1/23/16,1655
3434,N20,1/17/16,1/23/16,1655
3435,N46,3/24/16,3/26/16,1656
3436,N68,3/24/16,3/26/16,1656
3437,N69,3/24/16,3/26/16,1656
3438,D25,1/26/16,1/30/16,1657
3439,D26,1/26/16,1/30/16,1657
3440,S61,2/11/16,2/16/16,1658
3441,S62,2/11/16,2/16/16,1658
3442,S63,2/11/16,2/16/16,1658
3443,X20,2/29/16,3/7/16,1659
3444,N19,1/23/16,1/31/16,1660
3445,N20,1/23/16,1/31/16,1660
3446,X10,3/10/16,3/18/16,1661
3447,D25,3/26/16,4/1/16,1662
3448,D26,3/26/16,4/1/16,1662
3449,X2,2/18/16,2/22/16,1663
3450,S23,3/25/16,3/30/16,1664
3451,S24,3/25/16,3/30/16,1664
3452,S25,3/25/16,3/30/16,1664
3453,N51,1/11/16,1/17/16,1665
3454,N52,1/11/16,1/17/16,1665
3455,N53,1/11/16,1/17/16,1665
3456,S31,2/15/16,2/21/16,1666
3457,S32,2/15/16,2/21/16,1666
3458,S33,2/15/16,2/21/16,1666
3459,S103,1/12/16,1/15/16,1667
3460,X25,3/22/16,3/25/16,1668
3461,X11,3/16/16,3/20/16,1669
3462,N21,1/20/16,1/23/16,1670
3463,N25,1/20/16,1/23/16,1670
3464,N26,1/20/16,1/23/16,1670
3465,X22,2/29/16,3/4/16,1671
3466,X23,2/29/16,3/4/16,1671
3467,S24,1/14/16,1/16/16,1672
3468,S28,1/14/16,1/16/16,1672
3469,S29,1/14/16,1/16/16,1672
3470,S30,1/14/16,1/16/16,1672
3471,X10,1/2/16,1/6/16,1673
3472,X19,1/29/16,2/4/16,1674
3473,D14,2/15/16,2/18/16,1675
3474,D15,2/15/16,2/18/16,1675
3475,D20,2/7/16,2/19/16,1676
3476,N43,2/11/16,2/26/16,1677
3477,N45,1/27/16,1/28/16,1678
3478,N46,1/27/16,1/28/16,1678
3479,S70,3/18/16,3/19/16,1679
3480,S71,3/18/16,3/19/16,1679
3481,S72,3/18/16,3/19/16,1679
3482,N21,1/23/16,1/27/16,1680
3483,N36,1/26/16,2/1/16,1681
3484,N37,1/26/16,2/1/16,1681
3485,L18,3/29/16,4/1/16,1682
3486,S52,3/9/16,3/11/16,1683
3487,S53,3/9/16,3/11/16,1683
3488,D24,2/22/16,2/28/16,1685
3489,D25,2/22/16,2/28/16,1685
3490,N44,2/16/16,2/26/16,1686
3491,N45,2/16/16,2/26/16,1686
3492,X25,1/6/16,1/14/16,1687
3493,S19,2/5/16,2/7/16,1688
3494,S20,2/5/16,2/7/16,1688
3495,S21,2/5/16,2/7/16,1688
3496,S16,3/17/16,3/18/16,1689
3497,S17,3/17/16,3/18/16,1689
3498,S18,3/17/16,3/18/16,1689
3499,S6,3/5/16,3/6/16,1690
3500,S10,3/5/16,3/6/16,1690
3501,S11,3/5/16,3/6/16,1690
3502,N47,1/3/16,1/7/16,1692
3503,N48,1/3/16,1/7/16,1692
3504,N49,1/3/16,1/7/16,1692
3505,N50,1/3/16,1/7/16,1692
3506,N51,1/3/16,1/7/16,1692
3507,S40,2/29/16,3/8/16,1693
3508,S41,2/29/16,3/8/16,1693
3509,S42,2/29/16,3/8/16,1693
3510,S41,2/8/16,2/9/16,1694
3511,S42,2/8/16,2/9/16,1694
3512,D8,2/20/16,2/24/16,1695
3513,N36,2/10/16,2/13/16,1696
3514,N37,2/10/16,2/13/16,1696
3515,N38,2/10/16,2/13/16,1696
3516,N60,2/10/16,2/13/16,1696
3517,N65,2/10/16,2/13/16,1696
3518,X22,1/24/16,1/28/16,1697
3519,N125,3/25/16,3/28/16,1698
3520,N129,3/25/16,3/28/16,1698
3521,N130,3/25/16,3/28/16,1698
3522,N131,3/25/16,3/28/16,1698
3523,N132,3/25/16,3/28/16,1698
3524,N133,3/25/16,3/28/16,1698
3525,N95,3/14/16,3/20/16,1699
3526,N96,3/14/16,3/20/16,1699
3527,N97,3/14/16,3/20/16,1699
3528,N98,3/14/16,3/20/16,1699
3529,S104,1/11/16,1/18/16,1700
3530,S105,1/11/16,1/18/16,1700
3531,N66,2/12/16,2/17/16,1702
3532,N69,2/12/16,2/17/16,1702
3533,X15,2/24/16,2/26/16,1703
3534,N52,1/4/16,1/8/16,1704
3535,N53,1/4/16,1/8/16,1704
3536,N54,1/4/16,1/8/16,1704
3537,D33,1/30/16,2/3/16,1705
3538,N53,2/13/16,2/15/16,1706
3539,N54,2/13/16,2/15/16,1706
3540,N65,2/13/16,2/15/16,1706
3541,N75,2/13/16,2/15/16,1706
3542,N76,2/13/16,2/15/16,1706
3543,D21,2/8/16,2/17/16,1707
3544,D22,2/8/16,2/17/16,1707
3545,D23,2/8/16,2/17/16,1707
3546,N46,2/23/16,3/5/16,1708
3547,N47,2/23/16,3/5/16,1708
3548,N22,2/15/16,2/19/16,1710
3549,N23,2/15/16,2/19/16,1710
3550,N24,2/15/16,2/19/16,1710
3551,S33,1/29/16,2/7/16,1711
3552,S34,1/29/16,2/7/16,1711
3553,D26,1/21/16,1/26/16,1712
3554,L2,2/2/16,2/6/16,1713
3555,D48,2/4/16,2/6/16,1714
3556,S88,3/20/16,3/28/16,1715
3557,S89,3/20/16,3/28/16,1715
3558,S90,3/20/16,3/28/16,1715
3559,X9,1/6/16,1/9/16,1716
3560,X15,1/6/16,1/9/16,1716
3561,L24,1/23/16,1/25/16,1717
3562,L25,1/23/16,1/25/16,1717
3563,S61,1/1/16,1/3/16,1718
3564,S64,1/1/16,1/3/16,1718
3565,S65,1/1/16,1/3/16,1718
3566,L12,2/2/16,2/5/16,1719
3567,L30,3/10/16,3/14/16,1720
3568,L31,3/10/16,3/14/16,1720
3569,N60,1/28/16,1/31/16,1721
3570,N66,1/28/16,1/31/16,1721
3571,N67,1/28/16,1/31/16,1721
3572,N68,1/28/16,1/31/16,1721
3573,D28,1/6/16,1/7/16,1722
3574,D35,1/6/16,1/7/16,1722
3575,D16,1/12/16,1/15/16,1723
3576,S41,2/10/16,2/15/16,1724
3577,S42,2/10/16,2/15/16,1724
3578,D16,2/14/16,2/16/16,1725
3579,X18,2/8/16,2/10/16,1726
3580,X19,2/8/16,2/10/16,1726
3581,X20,2/8/16,2/10/16,1726
3582,X21,2/8/16,2/10/16,1726
3583,L15,1/29/16,1/31/16,1727
3584,L34,1/29/16,1/31/16,1727
3585,D27,1/21/16,1/24/16,1728
3586,D28,1/21/16,1/24/16,1728
3587,X26,3/3/16,3/6/16,1729
3588,X27,3/3/16,3/6/16,1729
3589,S22,3/26/16,4/4/16,1730
3590,S23,3/26/16,4/4/16,1730
3591,S24,3/26/16,4/4/16,1730
3592,S25,3/26/16,4/4/16,1730
3593,S26,3/26/16,4/4/16,1730
3594,D17,2/13/16,2/17/16,1731
3595,S53,2/23/16,2/24/16,1733
3596,S54,2/23/16,2/24/16,1733
3597,S55,2/23/16,2/24/16,1733
3598,S56,2/23/16,2/24/16,1733
3599,S57,2/23/16,2/24/16,1733
3600,S91,3/19/16,3/26/16,1734
3601,S92,3/19/16,3/26/16,1734
3602,L9,2/14/16,2/17/16,1735
3603,L10,2/14/16,2/17/16,1735
3604,D12,3/14/16,3/17/16,1736
3605,D13,3/14/16,3/17/16,1736
3606,X20,1/28/16,2/3/16,1737
3607,N25,2/10/16,2/18/16,1738
3608,N26,2/10/16,2/18/16,1738
3609,N27,2/10/16,2/18/16,1738
3610,N28,2/10/16,2/18/16,1738
3611,S27,3/26/16,4/2/16,1739
3612,S28,3/26/16,4/2/16,1739
3613,S29,3/26/16,4/2/16,1739
3614,S43,2/29/16,3/11/16,1741
3615,S44,2/29/16,3/11/16,1741
3616,S45,2/29/16,3/11/16,1741
3617,S46,2/29/16,3/11/16,1741
3618,S47,2/29/16,3/11/16,1741
3619,S26,3/25/16,3/27/16,1742
