Store,Brand,Type,Gender,Size,Color,Category,Sales Price,Date,Time,Loyalty,loyalty.2,sales.price.formatted
Rotterdam,Nike,Air Zoom,Male,38,Pink,Shoe,220.00,8/31/15,12:36,38081,38081.00,
Rotterdam,Nike,Pro Indy,Female,65C,Green,Bra,123.00,8/31/15,12:49,---,---,
Rotterdam,Asics,MB1878,Male,40,Black,Pants,99.00,8/31/15,13:00,---,---,
Rotterdam,Asics,WB1820,Female,44,Yellow,Pants,89.00,8/31/15,13:12,32338,32338.00,
Rotterdam,Asics,Cummulus 17,Male,41,Yellow,Shoe,159.00,8/31/15,13:12,32338,32338.00,
Rotterdam,Nike,Pro Fierce,Female,65A,Blue,Bra,149.00,8/31/15,13:18,30895,30895.00,
Rotterdam,Asics,Hera Deux Single Tab,Female,42-44,Green,Socks,12.99,8/31/15,13:26,38131,38131.00,
Rotterdam,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,44-46,Green,Socks,21.00,8/31/15,13:31,---,---,
Rotterdam,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,42-44,Pink,Socks,21.00,8/31/15,13:34,---,---,
Rotterdam,Nike,Pro Indy,Female,65D,Yellow,Bra,123.00,8/31/15,13:36,30828,30828.00,
Rotterdam,Asics,MB1878,Male,40,Black,Pants,99.00,8/31/15,13:38,30033,30033.00,
Rotterdam,Asics,WB1820,Female,45,Black,Pants,89.00,8/31/15,13:41,---,---,
Rotterdam,Asics,WB2585,Female,39,Black,Pants,99.00,8/31/15,14:19,39215,39215.00,
Rotterdam,Asics,MB1878,Male,42,Black,Pants,99.00,8/31/15,14:38,---,---,
Rotterdam,Asics,WB1820,Female,41,Multicolor,Pants,89.00,8/31/15,14:50,---,---,
Rotterdam,Nike,Pro Fierce,Female,75A,Green,Bra,149.00,8/31/15,14:55,31402,31402.00,
Rotterdam,Asics,WB1820,Female,43,Grey,Pants,89.00,8/31/15,15:31,36336,36336.00,
Rotterdam,Nike,Free 5.0,Female,46,Grey,Shoe,239.00,8/31/15,15:47,35906,35906.00,
Rotterdam,Nike,Air Zoom,Male,38,Multicolor,Shoe,220.00,8/31/15,15:49,31041,31041.00,
Rotterdam,Nike,Hyper Elite Crew,Unisex,36-38,Blue,Socks,20.00,8/31/15,15:50,31214,31214.00,
Rotterdam,Asics,MB1878,Male,40,Black,Pants,99.00,8/31/15,16:07,---,---,
Rotterdam,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,40-42,Green,Socks,21.00,8/31/15,16:07,---,---,
Rotterdam,Asics,MB1878,Male,37,Black,Pants,99.00,8/31/15,16:08,38845,38845.00,
Rotterdam,Asics,MB1878,Male,43,Black,Pants,99.00,8/31/15,16:15,39040,39040.00,
Rotterdam,Asics,Hera Deux Single Tab,Female,46-48,Pink,Socks,12.99,8/31/15,16:18,37389,37389.00,
Rotterdam,Asics,WB1820,Female,37,Black,Pants,89.00,8/31/15,16:28,30378,30378.00,
Rotterdam,Nike,Pro Fierce,Female,70A,Pink,Bra,149.00,8/31/15,16:49,---,---,
Rotterdam,Asics,Kayano Single Tab,Unisex,46-48,Blue,Socks,24.99,8/31/15,16:57,34208,34208.00,
Rotterdam,Asics,Hera Deux Single Tab,Female,40-42,Blue,Socks,12.99,8/31/15,17:02,35046,35046.00,
Rotterdam,Nike,Hyper Elite Crew,Unisex,38-40,Pink,Socks,20.00,8/31/15,17:06,---,---,
Rotterdam,Asics,WB1820,Female,43,Blue,Pants,89.00,8/31/15,17:09,---,---,
Rotterdam,Asics,MB1878,Male,45,Black,Pants,99.00,8/31/15,17:20,---,---,
Rotterdam,Nike,Free 5.0,Female,43,Black,Shoe,239.00,8/31/15,17:27,---,---,
Rotterdam,Asics,WB2585,Female,43,Black,Pants,99.00,8/31/15,17:32,34262,34262.00,
Rotterdam,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,42-44,Pink,Socks,21.00,8/31/15,17:43,32990,32990.00,
New York,Nike,Air Zoom,Male,42,Yellow,Shoe,220.00,8/1/15,8:24,54911,54911.00,
New York,Nike,Pro Fierce,Female,65E,Green,Bra,149.00,8/1/15,9:34,---,---,
New York,Nike,Dri-Fit No-Show,Unisex,40-42,Green,Socks,20.00,8/1/15,9:57,---,---,
New York,Asics,WB1820,Female,44,Black,Pants,89.00,8/1/15,10:53,---,---,
New York,Asics,WB1820,Female,39,Black,Pants,89.00,8/1/15,11:42,---,---,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,38-40,Black,Socks,21.00,8/1/15,11:42,---,---,
New York,Asics,Hera Deux Single Tab,Female,40-42,Black,Socks,12.99,8/1/15,12:31,---,---,
New York,Asics,Quick Light Cushion,Unisex,38-40,Green,Socks,19.00,8/1/15,12:36,51961,51961.00,
New York,Asics,WB1820,Female,42,Black,Pants,89.00,8/1/15,12:50,---,---,
New York,Asics,MB1878,Male,45,Black,Pants,99.00,8/1/15,13:52,54058,54058.00,
New York,Asics,Hera Deux Single Tab,Female,44-46,Black,Socks,12.99,8/1/15,13:53,---,---,
New York,Asics,Kayano Single Tab,Unisex,40-42,Blue,Socks,24.99,8/1/15,14:54,51076,51076.00,
New York,Asics,Nimbus 17,Female,46,Yellow,Shoe,128.00,8/1/15,15:27,53714,53714.00,
New York,Nike,Hyper Elite Crew,Unisex,36-38,Pink,Socks,20.00,8/1/15,15:28,53595,53595.00,
New York,Asics,Nimbus 17,Female,41,Grey,Shoe,128.00,8/1/15,16:04,50214,50214.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,40-42,Pink,Socks,21.00,8/1/15,16:23,---,---,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,42-44,Pink,Socks,21.00,8/1/15,16:32,55689,55689.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,46-48,Blue,Socks,21.00,8/1/15,16:48,57203,57203.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,42-44,Pink,Socks,21.00,8/1/15,16:48,57203,57203.00,
New York,Nike,Hyper Elite Crew,Unisex,36-38,Blue,Socks,20.00,8/1/15,16:58,---,---,
New York,Asics,WB1820,Female,38,Grey,Pants,89.00,8/1/15,17:39,---,---,
New York,Asics,WB1820,Female,39,Blue,Pants,89.00,8/1/15,22:06,52306,52306.00,
New York,Nike,Dri-Fit No-Show,Unisex,44-46,Pink,Socks,20.00,8/1/15,22:30,55453,55453.00,
New York,Asics,WB1820,Female,44,Blue,Pants,89.00,8/1/15,22:39,---,---,
New York,Nike,Dri-Fit No-Show,Unisex,38-40,Pink,Socks,20.00,8/1/15,22:55,50198,50198.00,
New York,Nike,Hyper Elite Crew,Unisex,38-40,Black,Socks,20.00,8/1/15,23:05,51386,51386.00,
New York,Nike,Pro Fierce,Female,80D,Blue,Bra,149.00,8/1/15,23:08,51707,51707.00,
New York,Nike,Air Zoom,Female,45,Black,Shoe,230.00,8/2/15,8:26,54191,54191.00,
New York,Nike,Pro Fierce,Female,90A,Black,Bra,149.00,8/2/15,8:38,---,---,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,42-44,Blue,Socks,21.00,8/2/15,8:49,---,---,
New York,Asics,WB1820,Female,38,Yellow,Pants,89.00,8/2/15,9:15,51075,51075.00,
New York,Nike,Pro Fierce,Female,80C,Grey,Bra,149.00,8/2/15,9:17,---,---,
New York,Asics,Kayano Single Tab,Unisex,38-40,Green,Socks,24.99,8/2/15,9:23,---,---,
New York,Asics,MB1878,Male,41,Black,Pants,99.00,8/2/15,9:50,---,---,
New York,Asics,WB1820,Female,37,Pink,Pants,89.00,8/2/15,10:50,---,---,
New York,Asics,Quick Light Cushion,Unisex,44-46,Black,Socks,19.00,8/2/15,11:24,---,---,
New York,Nike,Free 5.0,Male,38,Blue,Shoe,239.00,8/2/15,11:38,54213,54213.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,42-44,Blue,Socks,21.00,8/2/15,12:37,50483,50483.00,
New York,Nike,Air Zoom,Female,43,Pink,Shoe,230.00,8/2/15,13:04,---,---,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,36-38,Pink,Socks,21.00,8/2/15,13:07,---,---,
New York,Nike,Free 5.0,Female,44,Yellow,Shoe,239.00,8/2/15,14:06,---,---,
New York,Nike,Pro Fierce,Female,75A,Multicolor,Bra,149.00,8/2/15,14:19,---,---,
New York,Nike,Dri-Fit No-Show,Unisex,38-40,Black,Socks,20.00,8/2/15,14:29,58724,58724.00,
New York,Nike,Pro Fierce,Female,70F,Blue,Bra,149.00,8/2/15,14:52,55878,55878.00,
New York,Asics,Hera Deux Single Tab,Female,36-38,Pink,Socks,12.99,8/2/15,14:54,54793,54793.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,42-44,Pink,Socks,21.00,8/2/15,15:47,---,---,
New York,Asics,WB1820,Female,40,Green,Pants,89.00,8/2/15,15:59,---,---,
New York,Asics,WB1820,Female,41,Pink,Pants,89.00,8/2/15,16:30,53049,53049.00,
New York,Nike,Air Zoom,Female,42,Multicolor,Shoe,230.00,8/2/15,16:36,56010,56010.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,40-42,Black,Socks,21.00,8/2/15,16:43,54174,54174.00,
New York,Nike,Pro Indy,Female,85F,Yellow,Bra,123.00,8/2/15,16:50,50512,50512.00,
New York,Asics,WB1820,Female,44,Black,Pants,89.00,8/2/15,17:03,57043,57043.00,
New York,Asics,WB1820,Female,36,Multicolor,Pants,89.00,8/2/15,17:26,---,---,
New York,Nike,Air Zoom,Female,36,Yellow,Shoe,230.00,8/2/15,18:15,---,---,
New York,Nike,Hyper Elite Crew,Unisex,42-44,Green,Socks,20.00,8/2/15,18:27,57400,57400.00,
New York,Asics,WB1820,Female,43,Pink,Pants,89.00,8/2/15,18:30,57258,57258.00,
New York,Asics,MB1878,Male,46,Black,Pants,99.00,8/2/15,18:41,---,---,
New York,Asics,WB1820,Female,41,Blue,Pants,89.00,8/2/15,18:44,58073,58073.00,
New York,Nike,Pro Fierce,Female,75F,Grey,Bra,149.00,8/2/15,19:19,58026,58026.00,
New York,Nike,Pro Indy,Female,80A,Green,Bra,123.00,8/2/15,20:22,51955,51955.00,
New York,Nike,Dri-Fit No-Show,Unisex,38-40,Blue,Socks,20.00,8/2/15,20:54,52809,52809.00,
New York,Asics,WB1820,Female,44,Blue,Pants,89.00,8/2/15,21:47,52260,52260.00,
New York,Nike,Pro Hero,Female,80E,Green,Bra,99.00,8/2/15,21:51,55557,55557.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,38-40,Blue,Socks,21.00,8/2/15,21:57,---,---,
New York,Asics,WB1820,Female,42,Grey,Pants,89.00,8/2/15,22:55,55126,55126.00,
New York,Nike,Hyper Elite Crew,Unisex,40-42,Black,Socks,20.00,8/2/15,23:05,50545,50545.00,
New York,Nike,Dri-Fit No-Show,Unisex,36-38,Green,Socks,20.00,8/2/15,23:11,---,---,
New York,Nike,Pro Classic,Female,70D,Grey,Bra,100.00,8/3/15,8:26,52801,52801.00,
New York,Asics,Kayano Single Tab,Unisex,44-46,Blue,Socks,24.99,8/3/15,9:37,53361,53361.00,
New York,Nike,Pro Hero,Female,75D,Grey,Bra,99.00,8/3/15,9:41,---,---,
New York,Asics,WB1820,Female,36,Grey,Pants,89.00,8/3/15,10:30,50523,50523.00,
New York,Asics,WB1820,Female,44,Grey,Pants,89.00,8/3/15,10:46,55105,55105.00,
New York,Nike,Dri-Fit No-Show,Unisex,38-40,Green,Socks,20.00,8/3/15,10:46,55105,55105.00,
New York,Asics,WB1820,Female,43,Black,Pants,89.00,8/3/15,10:46,55105,55105.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,42-44,Black,Socks,21.00,8/3/15,11:29,---,---,
New York,Asics,WB1820,Female,43,Blue,Pants,89.00,8/3/15,11:54,---,---,
New York,Nike,Pro Indy,Female,80C,Black,Bra,123.00,8/3/15,12:17,55378,55378.00,
New York,Asics,Quick Light Cushion,Unisex,44-46,Green,Socks,19.00,8/3/15,12:20,55634,55634.00,
New York,Nike,Pro Indy,Female,65D,Grey,Bra,123.00,8/3/15,12:36,58161,58161.00,
New York,Asics,Quick Light Cushion,Unisex,36-38,Black,Socks,19.00,8/3/15,14:08,---,---,
New York,Adidas,Boston 5,Male,36,Green,Shoe,125.00,8/3/15,14:19,51070,51070.00,
New York,Asics,WB1820,Female,45,Multicolor,Pants,89.00,8/3/15,14:26,50473,50473.00,
New York,Asics,MB1878,Male,42,Black,Pants,99.00,8/3/15,14:57,58493,58493.00,
New York,Nike,Pro Fierce,Female,80C,Blue,Bra,149.00,8/3/15,16:07,54819,54819.00,
New York,Nike,Pro Fierce,Female,80E,Grey,Bra,149.00,8/3/15,17:09,---,---,
New York,Nike,Hyper Elite Crew,Unisex,40-42,Black,Socks,20.00,8/3/15,18:04,---,---,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,46-48,Green,Socks,21.00,8/3/15,18:23,---,---,
New York,Nike,Air Zoom,Female,46,Yellow,Shoe,230.00,8/3/15,18:38,57042,57042.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,36-38,Green,Socks,21.00,8/3/15,18:38,57042,57042.00,
New York,Asics,WB1820,Female,40,Green,Pants,89.00,8/3/15,18:44,54154,54154.00,
New York,Asics,Kayano Single Tab,Unisex,40-42,Green,Socks,24.99,8/3/15,18:53,54166,54166.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,44-46,Green,Socks,21.00,8/3/15,19:01,59362,59362.00,
New York,Nike,Pro Fierce,Female,90A,Multicolor,Bra,149.00,8/3/15,19:10,---,---,
New York,Asics,WB1820,Female,41,Grey,Pants,89.00,8/3/15,19:50,55927,55927.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,42-44,Black,Socks,21.00,8/3/15,20:36,58549,58549.00,
New York,Nike,Hyper Elite Crew,Unisex,44-46,Black,Socks,20.00,8/3/15,20:55,57093,57093.00,
New York,Nike,Pro Fierce,Female,90D,Blue,Bra,149.00,8/3/15,21:12,57889,57889.00,
New York,Nike,Hyper Elite Crew,Unisex,40-42,Green,Socks,20.00,8/3/15,21:30,51046,51046.00,
New York,Asics,MB1878,Male,45,Black,Pants,99.00,8/3/15,21:36,51746,51746.00,
New York,Nike,Pro Hero,Female,65F,Multicolor,Bra,99.00,8/3/15,21:38,53183,53183.00,
New York,Nike,Pro Fierce,Female,85B,Green,Bra,149.00,8/3/15,22:01,---,---,
New York,Asics,WB1820,Female,44,Multicolor,Pants,89.00,8/3/15,22:26,---,---,
New York,Nike,Pro Fierce,Female,90E,Black,Bra,149.00,8/3/15,22:40,---,---,
New York,Asics,Quick Light Cushion,Unisex,42-44,Pink,Socks,19.00,8/3/15,22:48,---,---,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,46-48,Pink,Socks,21.00,8/3/15,23:11,53693,53693.00,
New York,Nike,Hyper Elite Crew,Unisex,44-46,Green,Socks,20.00,8/4/15,8:35,59616,59616.00,
New York,Nike,Hyper Elite Crew,Unisex,44-46,Black,Socks,20.00,8/4/15,8:57,---,---,
New York,Nike,Pro Hero,Female,85C,Pink,Bra,99.00,8/4/15,9:12,55887,55887.00,
New York,Asics,WB1820,Female,37,Pink,Pants,89.00,8/4/15,9:17,58731,58731.00,
New York,Nike,Hyper Elite Crew,Unisex,42-44,Black,Socks,20.00,8/4/15,9:20,50670,50670.00,
New York,Asics,Hera Deux Single Tab,Female,44-46,Pink,Socks,12.99,8/4/15,9:54,59520,59520.00,
New York,Nike,Hyper Elite Crew,Unisex,38-40,Pink,Socks,20.00,8/4/15,10:09,58079,58079.00,
New York,Asics,WB1820,Female,42,Green,Pants,89.00,8/4/15,10:58,---,---,
New York,Asics,WB1820,Female,45,Green,Pants,89.00,8/4/15,11:12,55794,55794.00,
New York,Asics,WB1820,Female,45,Yellow,Pants,89.00,8/4/15,11:13,58135,58135.00,
New York,Asics,WB1820,Female,39,Yellow,Pants,89.00,8/4/15,11:19,51744,51744.00,
New York,Asics,WB1820,Female,39,Multicolor,Pants,89.00,8/4/15,11:34,56040,56040.00,
New York,Asics,WB1820,Female,43,Black,Pants,89.00,8/4/15,11:51,---,---,
New York,Asics,Hera Deux Single Tab,Female,44-46,Green,Socks,12.99,8/4/15,12:25,53450,53450.00,
New York,Asics,Hera Deux Single Tab,Female,44-46,Blue,Socks,12.99,8/4/15,12:56,---,---,
New York,Nike,Air Zoom,Male,41,Grey,Shoe,220.00,8/4/15,13:10,57019,57019.00,
New York,Asics,WB1820,Female,40,Multicolor,Pants,89.00,8/4/15,13:26,58289,58289.00,
New York,Asics,WB1820,Female,38,Grey,Pants,89.00,8/4/15,13:35,---,---,
New York,Nike,Pro Indy,Female,85E,Black,Bra,123.00,8/4/15,14:05,50518,50518.00,
New York,Asics,Quick Light Cushion,Unisex,46-48,Green,Socks,19.00,8/4/15,14:08,50969,50969.00,
New York,Nike,Pro Fierce,Female,75B,Black,Bra,149.00,8/4/15,14:48,---,---,
New York,Asics,WB1820,Female,42,Black,Pants,89.00,8/4/15,15:02,59820,59820.00,
New York,Nike,Free 5.0,Female,45,Black,Shoe,239.00,8/4/15,15:11,57203,57203.00,
New York,Nike,Air Zoom,Female,37,Blue,Shoe,230.00,8/4/15,15:17,55459,55459.00,
New York,Asics,WB1820,Female,43,Green,Pants,89.00,8/4/15,15:53,50814,50814.00,
New York,Asics,Kayano Single Tab,Unisex,46-48,Blue,Socks,24.99,8/4/15,16:06,54304,54304.00,
New York,Asics,MB1878,Male,44,Black,Pants,99.00,8/4/15,16:16,55095,55095.00,
New York,Nike,Hyper Elite Crew,Unisex,46-48,Pink,Socks,20.00,8/4/15,16:35,---,---,
New York,Asics,Kayano Single Tab,Unisex,42-44,Black,Socks,24.99,8/4/15,16:35,---,---,
New York,Asics,WB1820,Female,44,Green,Pants,89.00,8/4/15,18:01,50165,50165.00,
New York,Asics,WB1820,Female,41,Pink,Pants,89.00,8/4/15,18:14,---,---,
New York,Nike,Pro Fierce,Female,70F,Multicolor,Bra,149.00,8/4/15,18:17,54933,54933.00,
New York,Asics,Kayano Single Tab,Unisex,36-38,Black,Socks,24.99,8/4/15,18:18,59400,59400.00,
New York,Nike,Hyper Elite Crew,Unisex,46-48,Green,Socks,20.00,8/4/15,19:06,57408,57408.00,
New York,Asics,MB1878,Male,39,Black,Pants,99.00,8/4/15,20:12,58529,58529.00,
New York,Asics,WB1820,Female,37,Black,Pants,89.00,8/4/15,20:13,56626,56626.00,
New York,Nike,Dri-Fit No-Show,Unisex,36-38,Pink,Socks,20.00,8/4/15,20:45,59439,59439.00,
New York,Nike,Elite Compression,Unisex,42-44,Black,Socks,23.99,8/4/15,21:10,56690,56690.00,
New York,Nike,Air Zoom,Female,46,Green,Shoe,230.00,8/4/15,21:17,58818,58818.00,
New York,Asics,WB1820,Female,36,Green,Pants,89.00,8/4/15,22:45,53339,53339.00,
New York,Asics,WB1820,Female,43,Pink,Pants,89.00,8/4/15,22:58,51486,51486.00,
New York,Nike,Dri-Fit No-Show,Unisex,36-38,Blue,Socks,20.00,8/4/15,23:02,59419,59419.00,
New York,Asics,WB1820,Female,43,Pink,Pants,89.00,8/4/15,23:13,57954,57954.00,
New York,Nike,Pro Classic,Female,65A,Yellow,Bra,100.00,8/5/15,8:28,58214,58214.00,
New York,Asics,Kayano Single Tab,Unisex,46-48,Green,Socks,24.99,8/5/15,8:45,---,---,
New York,Asics,Hera Deux Single Tab,Female,42-44,Pink,Socks,12.99,8/5/15,9:12,53668,53668.00,
New York,Asics,MB1878,Male,41,Black,Pants,99.00,8/5/15,9:14,---,---,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,40-42,Green,Socks,21.00,8/5/15,10:10,---,---,
New York,Asics,Kayano Single Tab,Unisex,36-38,Pink,Socks,24.99,8/5/15,10:39,---,---,
New York,Nike,Hyper Elite Crew,Unisex,46-48,Pink,Socks,20.00,8/5/15,11:00,---,---,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,46-48,Blue,Socks,21.00,8/5/15,11:25,57134,57134.00,
New York,Asics,Hera Deux Single Tab,Female,38-40,Blue,Socks,12.99,8/5/15,11:35,---,---,
New York,Nike,Pro Hero,Female,80E,Blue,Bra,99.00,8/5/15,12:10,57164,57164.00,
New York,Asics,Hera Deux Single Tab,Female,38-40,Blue,Socks,12.99,8/5/15,12:25,51337,51337.00,
New York,Asics,WB1820,Female,38,Multicolor,Pants,89.00,8/5/15,12:51,57293,57293.00,
New York,Nike,Dri-Fit No-Show,Unisex,38-40,Pink,Socks,20.00,8/5/15,12:56,57401,57401.00,
New York,Asics,Hera Deux Single Tab,Female,42-44,Pink,Socks,12.99,8/5/15,14:38,57850,57850.00,
New York,Asics,WB1820,Female,39,Pink,Pants,89.00,8/5/15,16:36,54161,54161.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,42-44,Blue,Socks,21.00,8/5/15,16:39,---,---,
New York,Nike,Hyper Elite Crew,Unisex,44-46,Black,Socks,20.00,8/5/15,16:45,58543,58543.00,
New York,Nike,Dri-Fit No-Show,Unisex,40-42,Green,Socks,20.00,8/5/15,16:53,55523,55523.00,
New York,Asics,WB1820,Female,38,Blue,Pants,89.00,8/5/15,16:55,52843,52843.00,
New York,Asics,Kayano Single Tab,Unisex,44-46,Blue,Socks,24.99,8/5/15,17:57,---,---,
New York,Asics,Cummulus 17,Female,36,Green,Shoe,159.00,8/5/15,18:28,52201,52201.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,36-38,Blue,Socks,21.00,8/5/15,18:54,59338,59338.00,
New York,Nike,Dri-Fit No-Show,Unisex,42-44,Pink,Socks,20.00,8/5/15,19:09,50087,50087.00,
New York,Asics,WB1820,Female,37,Green,Pants,89.00,8/5/15,19:26,58249,58249.00,
New York,Nike,Pro Fierce,Female,65F,Green,Bra,149.00,8/5/15,19:30,---,---,
New York,Asics,WB1820,Female,46,Grey,Pants,89.00,8/5/15,19:43,56275,56275.00,
New York,Asics,Hera Deux Single Tab,Female,38-40,Green,Socks,12.99,8/5/15,20:08,53359,53359.00,
New York,Asics,Kayano Single Tab,Unisex,38-40,Blue,Socks,24.99,8/5/15,20:13,50557,50557.00,
New York,Nike,Pro Indy,Female,65B,Black,Bra,123.00,8/5/15,20:29,---,---,
New York,Asics,Kayano Single Tab,Unisex,36-38,Pink,Socks,24.99,8/5/15,20:42,53711,53711.00,
New York,Nike,Hyper Elite Crew,Unisex,42-44,Green,Socks,20.00,8/5/15,21:07,53187,53187.00,
New York,Nike,Free 5.0,Male,38,Pink,Shoe,239.00,8/5/15,21:38,53045,53045.00,
New York,Nike,Pro Fierce,Female,85B,Multicolor,Bra,149.00,8/5/15,21:50,---,---,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,44-46,Black,Socks,21.00,8/5/15,22:48,55852,55852.00,
New York,Nike,Pro Fierce,Female,85E,Pink,Bra,149.00,8/5/15,23:11,---,---,
New York,Nike,Pro Classic,Female,65F,Pink,Bra,100.00,8/6/15,8:35,---,---,
New York,Asics,Nimbus 17,Male,40,Pink,Shoe,128.00,8/6/15,8:47,---,---,
New York,Nike,Pro Fierce,Female,75B,Pink,Bra,149.00,8/6/15,9:10,58196,58196.00,
New York,Nike,Pro Indy,Female,80B,Yellow,Bra,123.00,8/6/15,9:20,---,---,
New York,Asics,Hera Deux Single Tab,Female,36-38,Green,Socks,12.99,8/6/15,9:34,---,---,
New York,Asics,Nimbus 17,Male,39,Pink,Shoe,128.00,8/6/15,9:50,---,---,
New York,Asics,Hera Deux Single Tab,Female,44-46,Black,Socks,12.99,8/6/15,10:12,57520,57520.00,
New York,Nike,Air Zoom,Female,43,Multicolor,Shoe,230.00,8/6/15,10:36,---,---,
New York,Asics,WB1820,Female,37,Pink,Pants,89.00,8/6/15,10:46,59126,59126.00,
New York,Asics,Gel Quantics ,Male,36,Pink,Shoe,120.00,8/6/15,11:11,---,---,
New York,Nike,Hyper Elite Crew,Unisex,40-42,Pink,Socks,20.00,8/6/15,11:49,58916,58916.00,
New York,Asics,WB1820,Female,41,Green,Pants,89.00,8/6/15,11:54 AM,51363,51363.00,
New York,Nike,Free 5.0,Female,43,Pink,Shoe,239.00,8/6/15,11:55 AM,---,---,
New York,Asics,WB1820,Female,36,Black,Pants,89.00,8/6/15,12:34 PM,54332,54332.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,40-42,Blue,Socks,21.00,8/6/15,12:41 PM,---,---,
New York,Nike,Pro Indy,Female,90E,Grey,Bra,123.00,8/6/15,12:43 PM,58104,58104.00,
New York,Nike,Free 5.0,Female,46,Green,Shoe,239.00,8/6/15,12:51 PM,---,---,
New York,Asics,WB1820,Female,36,Green,Pants,89.00,8/6/15,1:09 PM,54075,54075.00,
New York,Nike,Pro Fierce,Female,75F,Multicolor,Bra,149.00,8/6/15,1:33 PM,53242,53242.00,
New York,Asics,Hera Deux Single Tab,Female,38-40,Blue,Socks,12.99,8/6/15,2:06 PM,---,---,
New York,Nike,Pro Fierce,Female,70F,Blue,Bra,149.00,8/6/15,2:45 PM,59709,59709.00,
New York,Asics,MB1878,Male,37,Black,Pants,99.00,8/6/15,2:57 PM,---,---,
New York,Asics,WB1820,Female,46,Pink,Pants,89.00,8/6/15,3:12 PM,58948,58948.00,
New York,Nike,Free 5.0,Male,39,Blue,Shoe,239.00,8/6/15,3:33 PM,---,---,
New York,Asics,Kayano Single Tab,Unisex,42-44,Pink,Socks,24.99,8/6/15,4:33 PM,---,---,
New York,Asics,Nimbus 17,Male,45,Pink,Shoe,128.00,8/6/15,4:33 PM,---,---,
New York,Nike,Free 5.0,Female,38,Black,Shoe,239.00,8/6/15,5:44 PM,51361,51361.00,
New York,Nike,Dri-Fit No-Show,Unisex,42-44,Green,Socks,20.00,8/6/15,6:10 PM,---,---,
New York,Asics,WB1820,Female,41,Yellow,Pants,89.00,8/6/15,6:14 PM,58825,58825.00,
New York,Nike,Dri-Fit No-Show,Unisex,42-44,Blue,Socks,20.00,8/6/15,6:15 PM,58505,58505.00,
New York,Nike,Dri-Fit No-Show,Unisex,40-42,Green,Socks,20.00,8/6/15,7:23 PM,---,---,
New York,Asics,WB1820,Female,44,Grey,Pants,89.00,8/6/15,7:37 PM,54425,54425.00,
New York,Nike,Pro Fierce,Female,90F,Blue,Bra,149.00,8/6/15,8:28 PM,58067,58067.00,
New York,Nike,Free 5.0,Female,45,Pink,Shoe,239.00,8/6/15,8:52 PM,---,---,
New York,Asics,MB1878,Male,36,Black,Pants,99.00,8/6/15,9:02 PM,---,---,
New York,Nike,Air Zoom,Male,41,Pink,Shoe,220.00,8/6/15,9:24 PM,51533,51533.00,
New York,Nike,Pro Indy,Female,70C,Black,Bra,123.00,8/6/15,9:33 PM,---,---,
New York,Nike,Dri-Fit No-Show,Unisex,38-40,Pink,Socks,20.00,8/6/15,9:34 PM,52025,52025.00,
New York,Nike,Pro Fierce,Female,85D,Blue,Bra,149.00,8/6/15,9:57 PM,55265,55265.00,
New York,Nike,Air Zoom,Female,43,Black,Shoe,230.00,8/6/15,10:14 PM,55303,55303.00,
New York,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,38-40,Blue,Socks,21.00,8/6/15,11:11 PM,---,---,
New York,Nike,Pro Hero,Female,85D,Green,Bra,99.00,8/6/15,11:15 PM,55125,55125.00,
New York,Asics,WB1820,Female,42,Black,Pants,89.00,8/6/15,11:21 PM,52375,52375.00,
New York,Asics,WB1820,Female,39,Black,Pants,89.00,8/6/15,11:25 PM,---,---,
New York,Nike,Free 5.0,Male,42,Multicolor,Shoe,239.00,8/7/15,8:47 AM,59956,59956.00,
